"soc","onet_element_id","onet_rating_value"
"27-3041","4.C.1.d.1",2.9
"27-3041","4.C.1.d.2",3.17
"27-3041","1.A.1.g.1",3
"27-3041","1.C.5.b",4.65
"27-3041","4.C.3.a.1",2.43
"27-3041","4.C.3.b.4",4.44
"27-3041","1.A.2.a.3",2.5
"27-3041","1.A.2.b.1",1.75
"27-3041","1.A.2.c.2",1.75
"27-3041","4.C.2.d.1.g",2.87
"27-3041","1.C.3.b",3.77
"27-3041","1.C.3.c",3.62
"27-3041","2.B.1.a",3.12
"27-3041","2.B.1.f",2.62
"27-3041","4.A.4.a.4",3.72
"27-3041","4.A.4.a.5",1.88
"27-3041","1.C.2.b",4.04
"27-3041","2.B.5.d",3
"27-3041","4.A.4.b.1",3.35
"27-3041","4.A.4.b.2",2.79
"27-3041","4.A.4.b.3",2.78
"27-3041","4.A.4.b.4",3.07
"27-3041","4.A.4.b.5",2.95
"27-3041","4.C.1.c.2",3.36
"27-3041","1.A.1.c.1",2.12
"27-3041","1.A.1.c.2",2
"27-3041","2.A.1.e",2.12
"27-3041","2.C.4.a",2.21
"27-3041","2.B.3.c",1
"27-3041","2.B.3.d",1
"27-3041","2.B.3.h",1.25
"27-3041","2.B.3.j",1
"27-3041","2.B.3.k",1
"27-3041","2.B.3.l",1
"27-3041","2.C.3.e",1.19
"27-3041","4.A.3.a.3",1.88
"27-3041","4.A.3.a.4",1.62
"27-3041","4.A.3.b.4",1.28
"27-3041","4.A.3.b.5",1.57
"27-3041","1.A.2.b.2",1
"27-3041","1.A.3.a.1",1
"27-3041","1.A.3.a.3",1.5
"27-3041","1.A.3.a.4",1.75
"27-3041","1.A.3.b.1",1
"27-3041","1.A.3.c.1",1
"27-3041","1.A.3.c.3",1
"27-3041","1.A.3.c.4",1
"27-3041","4.A.3.a.1",1.66
"27-3041","4.C.2.d.1.d",1.55
"27-3041","4.C.2.d.1.h",1.2
"27-3041","2.B.2.i",3.12
"27-3041","2.B.4.e",3.12
"27-3041","2.B.4.h",2.5
"27-3041","4.A.2.b.1",3.96
"27-3041","4.C.3.a.2.a",4.15
"27-3041","4.C.3.a.2.b",4.33
"27-3041","4.C.3.a.4",4.07
"27-3041","2.B.5.b",1.5
"27-3041","2.B.5.c",1.38
"27-3041","4.A.2.b.5",3.4
"27-3041","4.A.2.b.6",3.69
"27-3041","4.A.4.c.3",2.03
"27-3041","2.A.1.f",1
"27-3041","2.C.4.b",1.3
"27-3041","2.C.4.c",1.15
"27-3041","2.C.4.d",1.35
"27-3041","1.A.1.a.1",4
"27-3041","1.A.1.a.3",4
"27-3041","1.A.4.b.4",3.88
"27-3041","1.A.4.b.5",3.88
"27-3041","2.A.1.b",3.88
"27-3041","2.A.1.d",3.75
"27-3041","2.C.9.b",4.52
"27-3041","4.C.1.a.2.c",2.44
"27-3041","1.A.1.a.2",4.88
"27-3041","1.A.1.a.4",4.62
"27-3041","2.A.1.a",4.88
"27-3041","2.A.1.c",4.25
"27-3041","4.A.4.a.1",3.51
"27-3042","1.C.4.a",3.89
"27-3042","1.C.4.b",3.77
"27-3042","1.C.4.c",3.88
"27-3042","2.A.2.b",3.25
"27-3042","4.A.2.b.3",4.09
"27-3042","2.B.3.e",1.38
"27-3042","2.C.3.a",4.29
"27-3042","4.A.3.b.1",4.61
"27-3042","4.A.3.b.6",3.9
"27-3042","4.C.1.a.2.h",4.74
"27-3042","1.A.1.b.2",2.88
"27-3042","1.C.7.a",3.54
"27-3042","2.C.7.c",1.12
"27-3042","4.A.2.b.2",3.57
"27-3042","1.A.1.b.4",3.75
"27-3042","1.A.1.b.5",3.38
"27-3042","1.C.7.b",3.83
"27-3042","2.A.2.a",3.62
"27-3042","2.B.3.a",2.5
"27-3042","2.B.4.g",2.38
"27-3042","4.A.2.a.4",4
"27-3042","2.C.1.e",2.98
"27-3042","4.A.4.a.6",2.63
"27-3042","4.A.4.a.8",1.66
"27-3042","4.C.1.b.1.f",3.19
"27-3042","4.C.1.d.1",2.75
"27-3042","4.C.1.d.2",2.2
"27-3042","1.A.1.g.1",2.5
"27-3042","1.C.5.b",4.74
"27-3042","4.C.3.a.1",2.37
"27-3042","4.C.3.b.4",4.55
"27-3042","1.A.2.a.3",2.38
"27-3042","1.A.2.b.1",1.38
"27-3042","1.A.2.c.2",1.38
"27-3042","4.C.2.d.1.g",3.51
"27-3042","1.C.3.b",3.53
"27-3042","1.C.3.c",2.74
"27-3042","2.B.1.a",2.75
"27-3042","2.B.1.f",2.12
"27-3042","4.A.4.a.4",3.6
"27-3042","4.A.4.a.5",2.07
"27-3042","1.C.2.b",3.03
"27-3042","2.B.5.d",2.12
"27-3042","4.A.4.b.1",2.65
"27-3042","4.A.4.b.2",2.76
"27-3042","4.A.4.b.3",3.05
"27-3042","4.A.4.b.4",2.11
"27-3042","4.A.4.b.5",1.94
"27-3042","4.C.1.c.2",2.58
"27-3042","1.A.1.c.1",1.88
"27-3042","1.A.1.c.2",1.88
"27-3042","2.A.1.e",1.62
"27-3042","2.C.4.a",2.93
"27-3042","2.B.3.c",1
"27-3042","2.B.3.d",1
"27-3042","2.B.3.h",1
"27-3042","2.B.3.j",1
"27-3042","2.B.3.k",1.12
"27-3042","2.B.3.l",1
"27-3042","2.C.3.e",2.84
"27-3042","4.A.3.a.3",1.89
"27-3042","4.A.3.a.4",1.49
"27-3042","4.A.3.b.4",1.78
"27-3042","4.A.3.b.5",1.92
"27-3042","1.A.2.b.2",1
"27-3042","1.A.3.a.1",1
"27-3042","1.A.3.a.3",1
"27-3042","1.A.3.a.4",1.12
"27-3042","1.A.3.b.1",1
"27-3042","1.A.3.c.1",1
"27-3042","1.A.3.c.3",1
"27-3042","1.A.3.c.4",1
"27-3042","4.A.3.a.1",1.65
"27-3042","4.C.2.d.1.d",1.28
"27-3042","4.C.2.d.1.h",1.14
"27-3042","2.B.2.i",2.75
"27-3042","2.B.4.e",3.12
"27-3042","2.B.4.h",1.88
"27-3042","4.A.2.b.1",3.33
"27-3042","4.C.3.a.2.a",3.43
"27-3042","4.C.3.a.2.b",3.58
"27-3042","4.C.3.a.4",4.4
"27-3042","2.B.5.b",1.38
"27-3042","2.B.5.c",1.62
"27-3042","4.A.2.b.5",2.92
"27-3042","4.A.2.b.6",3.96
"27-3042","4.A.4.c.3",1.82
"27-3042","2.A.1.f",1.25
"27-3042","2.C.4.b",1.67
"27-3042","2.C.4.c",1.8
"27-3042","2.C.4.d",1.31
"27-3042","1.A.1.a.1",3.88
"27-3042","1.A.1.a.3",3.75
"27-3042","1.A.4.b.4",3.12
"27-3042","1.A.4.b.5",3.38
"27-3042","2.A.1.b",3.75
"27-3042","2.A.1.d",3.75
"27-3042","2.C.9.b",3.25
"27-3042","4.C.1.a.2.c",2.16
"27-3042","1.A.1.a.2",4.12
"27-3042","1.A.1.a.4",4.25
"27-3042","2.A.1.a",4.12
"27-3042","2.A.1.c",4.88
"27-3042","4.A.4.a.1",4.02
"27-3043","1.C.4.a",4.23
"27-3043","1.C.4.b",4.25
"27-3043","1.C.4.c",4.31
"27-3043","2.A.2.b",3.38
"27-3043","4.A.2.b.3",3.57
"27-3043","2.B.3.e",1.62
"27-3043","2.C.3.a",3.54
"27-3043","4.A.3.b.1",3.41
"27-3043","4.A.3.b.6",2.28
"27-3043","4.C.1.a.2.h",5
"27-3043","1.A.1.b.2",3.88
"27-3043","1.C.7.a",3.35
"27-3043","2.C.7.c",2.05
"27-3043","4.A.2.b.2",3.83
"27-3043","1.A.1.b.4",3.12
"27-3043","1.A.1.b.5",3.12
"27-3043","1.C.7.b",3.73
"27-3043","2.A.2.a",3.62
"27-3043","2.B.3.a",1.25
"27-3043","2.B.4.g",2.25
"27-3043","4.A.2.a.4",2.12
"27-3043","2.C.1.e",4.01
"27-3043","4.A.4.a.6",4.03
"27-3043","4.A.4.a.8",2.16
"27-3043","4.C.1.b.1.f",3.87
"27-3043","4.C.1.d.1",3.1
"27-3043","4.C.1.d.2",2.79
"27-3043","1.A.1.g.1",2.75
"27-3043","1.C.5.b",4.52
"27-3043","4.C.3.a.1",1.85
"27-3043","4.C.3.b.4",4.18
"27-3043","1.A.2.a.3",1.38
"27-3043","1.A.2.b.1",1.25
"27-3043","1.A.2.c.2",1.38
"27-3043","4.C.2.d.1.g",2.26
"27-3043","1.C.3.b",3.31
"27-3043","1.C.3.c",3.14
"27-3043","2.B.1.a",3.38
"27-3043","2.B.1.f",3.12
"27-3043","4.A.4.a.4",3.69
"27-3043","4.A.4.a.5",2.31
"27-3043","1.C.2.b",3.65
"27-3043","2.B.5.d",2.5
"27-3043","4.A.4.b.1",3.59
"27-3043","4.A.4.b.2",3.46
"27-3043","4.A.4.b.3",2.75
"27-3043","4.A.4.b.4",3.06
"27-3043","4.A.4.b.5",2.75
"27-3043","4.C.1.c.2",3.58
"27-3043","1.A.1.c.1",1.38
"27-3043","1.A.1.c.2",1.38
"27-3043","2.A.1.e",1.25
"27-3043","2.C.4.a",2.86
"27-3043","2.B.3.c",1
"27-3043","2.B.3.d",1
"27-3043","2.B.3.h",1
"27-3043","2.B.3.j",1
"27-3043","2.B.3.k",1
"27-3043","2.B.3.l",1
"27-3043","2.C.3.e",1.35
"27-3043","4.A.3.a.3",1.06
"27-3043","4.A.3.a.4",1.55
"27-3043","4.A.3.b.4",1
"27-3043","4.A.3.b.5",1.1
"27-3043","1.A.2.b.2",1.25
"27-3043","1.A.3.a.1",1.12
"27-3043","1.A.3.a.3",1.12
"27-3043","1.A.3.a.4",2
"27-3043","1.A.3.b.1",1.12
"27-3043","1.A.3.c.1",1.12
"27-3043","1.A.3.c.3",1.12
"27-3043","1.A.3.c.4",1.12
"27-3043","4.A.3.a.1",1.34
"27-3043","4.C.2.d.1.d",1.83
"27-3043","4.C.2.d.1.h",1.22
"27-3043","2.B.2.i",3
"27-3043","2.B.4.e",3.25
"27-3043","2.B.4.h",2.38
"27-3043","4.A.2.b.1",3.57
"27-3043","4.C.3.a.2.a",4.38
"27-3043","4.C.3.a.2.b",4.54
"27-3043","4.C.3.a.4",3.56
"27-3043","2.B.5.b",1.12
"27-3043","2.B.5.c",1.12
"27-3043","4.A.2.b.5",3.23
"27-3043","4.A.2.b.6",3.57
"27-3043","4.A.4.c.3",1.65
"27-3043","2.A.1.f",1.12
"27-3043","2.C.4.b",1
"27-3043","2.C.4.c",1
"27-3043","2.C.4.d",1
"27-3043","1.A.1.a.1",4
"27-3043","1.A.1.a.3",4
"27-3043","1.A.4.b.4",3.62
"27-3043","1.A.4.b.5",3.62
"27-3043","2.A.1.b",3.88
"27-3043","2.A.1.d",3.88
"27-3043","2.C.9.b",4.2
"27-3043","4.C.1.a.2.c",2.62
"27-3043","1.A.1.a.2",4.12
"27-3043","1.A.1.a.4",4.62
"27-3043","2.A.1.a",4.12
"27-3043","2.A.1.c",4.75
"27-3043","4.A.4.a.1",3
"27-3091","1.C.4.a",4.21
"27-3091","1.C.4.b",4.08
"27-3091","1.C.4.c",4.17
"27-3091","2.A.2.b",3.12
"27-3091","4.A.2.b.3",4.12
"27-3091","2.B.3.e",1.12
"27-3091","2.C.3.a",2.91
"27-3091","4.A.3.b.1",3.26
"27-3091","4.A.3.b.6",3.78
"27-3091","4.C.1.a.2.h",4.52
"27-3091","1.A.1.b.2",3
"27-3091","1.C.7.a",3.42
"27-3091","2.C.7.c",1.23
"27-3091","4.A.2.b.2",3.54
"27-3091","1.A.1.b.4",3.12
"27-3091","1.A.1.b.5",3
"27-3091","1.C.7.b",3.66
"27-3091","2.A.2.a",3.62
"27-3091","2.B.3.a",1.62
"27-3091","2.B.4.g",2.12
"27-3091","4.A.2.a.4",3.3
"27-3091","2.C.1.e",3.88
"27-3091","4.A.4.a.6",1.81
"27-3091","4.A.4.a.8",3.94
"27-3091","4.C.1.b.1.f",2.9
"27-3091","4.C.1.d.1",2.92
"27-3091","4.C.1.d.2",3.18
"27-3091","1.A.1.g.1",3.12
"27-3091","1.C.5.b",4.57
"27-3091","4.C.3.a.1",3.56
"27-3091","4.C.3.b.4",4.9
"27-3091","1.A.2.a.3",2.25
"27-3091","1.A.2.b.1",1
"27-3091","1.A.2.c.2",1.25
"27-3091","4.C.2.d.1.g",1.55
"27-3091","1.C.3.b",4
"27-3091","1.C.3.c",3.74
"27-3091","2.B.1.a",3.12
"27-3091","2.B.1.f",3.12
"27-3091","4.A.4.a.4",4.24
"27-3091","4.A.4.a.5",3.11
"27-3091","1.C.2.b",3.36
"27-3091","2.B.5.d",2.75
"27-3091","4.A.4.b.1",2.85
"27-3091","4.A.4.b.2",3.26
"27-3091","4.A.4.b.3",3.51
"27-3091","4.A.4.b.4",2.67
"27-3091","4.A.4.b.5",2.93
"27-3091","4.C.1.c.2",3.28
"27-3091","1.A.1.c.1",2
"27-3091","1.A.1.c.2",2
"27-3091","2.A.1.e",2
"27-3091","2.C.4.a",2.37
"27-3091","2.B.3.c",1
"27-3091","2.B.3.d",1
"27-3091","2.B.3.h",1
"27-3091","2.B.3.j",1
"27-3091","2.B.3.k",1.25
"27-3091","2.B.3.l",1
"27-3091","2.C.3.e",1.24
"27-3091","4.A.3.a.3",1.81
"27-3091","4.A.3.a.4",1.73
"27-3091","4.A.3.b.4",1.24
"27-3091","4.A.3.b.5",1.43
"27-3091","1.A.2.b.2",1.88
"27-3091","1.A.3.a.1",1.38
"27-3091","1.A.3.a.3",1.38
"27-3091","1.A.3.a.4",2
"27-3091","1.A.3.b.1",1.88
"27-3091","1.A.3.c.1",1.38
"27-3091","1.A.3.c.3",1.88
"27-3091","1.A.3.c.4",1.38
"27-3091","4.A.3.a.1",2.51
"27-3091","4.C.2.d.1.d",2.64
"27-3091","4.C.2.d.1.h",1.42
"27-3091","2.B.2.i",3
"27-3091","2.B.4.e",3.12
"27-3091","2.B.4.h",2.12
"27-3091","4.A.2.b.1",3.75
"27-3091","4.C.3.a.2.a",4.14
"27-3091","4.C.3.a.2.b",4.52
"27-3091","4.C.3.a.4",4.06
"27-3091","2.B.5.b",1.25
"27-3091","2.B.5.c",1.25
"27-3091","4.A.2.b.5",2.9
"27-3091","4.A.2.b.6",3.48
"27-3091","4.A.4.c.3",2.21
"27-3091","2.A.1.f",1.12
"27-3091","2.C.4.b",1.32
"27-3091","2.C.4.c",1.42
"27-3091","2.C.4.d",2.03
"27-3091","1.A.1.a.1",4.12
"27-3091","1.A.1.a.3",4.25
"27-3091","1.A.4.b.4",3.88
"27-3091","1.A.4.b.5",3.88
"27-3091","2.A.1.b",4
"27-3091","2.A.1.d",4.12
"27-3091","2.C.9.b",2.55
"27-3091","4.C.1.a.2.c",2.75
"27-3091","1.A.1.a.2",4
"27-3091","1.A.1.a.4",4
"27-3091","2.A.1.a",3.88
"27-3091","2.A.1.c",3.75
"27-3091","4.A.4.a.1",4.71
"27-3092","1.C.4.a",4.75
"27-3092","1.C.4.b",4.63
"27-3092","1.C.4.c",4.61
"27-3092","2.A.2.b",2.38
"27-3092","4.A.2.b.3",4.18
"27-3092","2.B.3.e",1.12
"27-3092","2.C.3.a",4.14
"27-3092","4.A.3.b.1",4.64
"27-3092","4.A.3.b.6",4.77
"27-3092","4.C.1.a.2.h",4.63
"27-3092","1.A.1.b.2",1.88
"27-3092","1.C.7.a",3.65
"27-3092","2.C.7.c",1
"27-3092","4.A.2.b.2",1.4
"27-3092","1.A.1.b.4",2.88
"27-3092","1.A.1.b.5",2.62
"27-3092","1.C.7.b",3.66
"27-3092","2.A.2.a",2.5
"27-3092","2.B.3.a",1.12
"27-3092","2.B.4.g",1.88
"27-3092","4.A.2.a.4",2.19
"27-3092","2.C.1.e",3.48
"27-3092","4.A.4.a.6",1.25
"27-3092","4.A.4.a.8",3.08
"27-3092","4.C.1.b.1.f",4.28
"27-3092","4.C.1.d.1",2.57
"27-3092","4.C.1.d.2",3.47
"27-3092","1.A.1.g.1",3.75
"27-3092","1.C.5.b",4.96
"27-3092","4.C.3.a.1",2.29
"27-3092","4.C.3.b.4",4.96
"27-3092","1.A.2.a.3",3
"27-3092","1.A.2.b.1",2.88
"27-3092","1.A.2.c.2",3.12
"27-3092","4.C.2.d.1.g",4.13
"27-3092","1.C.3.b",3.42
"27-3092","1.C.3.c",3.48
"27-3092","2.B.1.a",2.62
"27-3092","2.B.1.f",1.88
"27-3092","4.A.4.a.4",3.15
"27-3092","4.A.4.a.5",2.44
"27-3092","1.C.2.b",3.33
"27-3092","2.B.5.d",1.5
"27-3092","4.A.4.b.1",2.3
"27-3092","4.A.4.b.2",1.52
"27-3092","4.A.4.b.3",1.94
"27-3092","4.A.4.b.4",1.84
"27-3092","4.A.4.b.5",1.73
"27-3092","4.C.1.c.2",2.12
"27-3092","1.A.1.c.1",2
"27-3092","1.A.1.c.2",1.88
"27-3092","2.A.1.e",1.62
"27-3092","2.C.4.a",1.39
"27-3092","2.B.3.c",1.25
"27-3092","2.B.3.d",1
"27-3092","2.B.3.h",1.75
"27-3092","2.B.3.j",1.5
"27-3092","2.B.3.k",1.75
"27-3092","2.B.3.l",1.38
"27-3092","2.C.3.e",1.14
"27-3092","4.A.3.a.3",2.24
"27-3092","4.A.3.a.4",2.11
"27-3092","4.A.3.b.4",1.71
"27-3092","4.A.3.b.5",2.56
"27-3092","1.A.2.b.2",1.5
"27-3092","1.A.3.a.1",1
"27-3092","1.A.3.a.3",1
"27-3092","1.A.3.a.4",1.62
"27-3092","1.A.3.b.1",1
"27-3092","1.A.3.c.1",1.12
"27-3092","1.A.3.c.3",1
"27-3092","1.A.3.c.4",1
"27-3092","4.A.3.a.1",1.94
"27-3092","4.C.2.d.1.d",1.22
"27-3092","4.C.2.d.1.h",1.44
"27-3092","2.B.2.i",2.12
"27-3092","2.B.4.e",2
"27-3092","2.B.4.h",1.75
"27-3092","4.A.2.b.1",2.71
"27-3092","4.C.3.a.2.a",3.31
"27-3092","4.C.3.a.2.b",3.42
"27-3092","4.C.3.a.4",4.2
"27-3092","2.B.5.b",1
"27-3092","2.B.5.c",1
"27-3092","4.A.2.b.5",3.39
"27-3092","4.A.2.b.6",3.76
"27-3092","4.A.4.c.3",1.39
"27-3092","2.A.1.f",1
"27-3092","2.C.4.b",1
"27-3092","2.C.4.c",1.05
"27-3092","2.C.4.d",1
"27-3092","1.A.1.a.1",4.12
"27-3092","1.A.1.a.3",3.88
"27-3092","1.A.4.b.4",4.12
"27-3092","1.A.4.b.5",3.12
"27-3092","2.A.1.b",4
"27-3092","2.A.1.d",3
"27-3092","2.C.9.b",3.01
"27-3092","4.C.1.a.2.c",2.46
"27-3092","1.A.1.a.2",3.88
"27-3092","1.A.1.a.4",4
"27-3092","2.A.1.a",3.12
"27-3092","2.A.1.c",3.38
"27-3092","4.A.4.a.1",2.12
"27-3099","1.C.4.a",4.19
"27-3099","1.C.4.b",4.43
"27-3099","1.C.4.c",4.41
"27-3099","2.A.2.b",3.25
"27-3099","4.A.2.b.3",4.29
"27-3099","1.C.4.a",4.29
"27-3099","1.C.4.b",4.51
"27-3099","1.C.4.c",4.25
"27-3099","2.A.2.b",3.5
"27-3099","4.A.2.b.3",3.92
"27-3099","1.C.4.a",3.86
"27-3099","1.C.4.b",4.36
"27-3099","1.C.4.c",4.36
"27-3099","2.A.2.b",3.38
"27-3099","4.A.2.b.3",4.27
"27-3099","1.C.4.a",3.91
"27-3099","1.C.4.b",4.26
"27-3099","1.C.4.c",4.35
"27-3099","2.A.2.b",3.12
"27-3099","4.A.2.b.3",3.89
"27-3099","1.C.4.a",3.89
"27-3099","1.C.4.b",3.77
"27-3099","1.C.4.c",3.88
"27-3099","4.A.2.b.3",4.09
"27-3099","1.C.4.a",4.23
"27-3099","1.C.4.b",4.25
"27-3099","1.C.4.c",4.31
"27-3099","4.A.2.b.3",3.57
"27-3099","1.C.4.a",4.21
"27-3099","1.C.4.b",4.08
"27-3099","1.C.4.c",4.17
"27-3099","4.A.2.b.3",4.12
"27-3099","1.C.4.a",4.75
"27-3099","1.C.4.b",4.63
"27-3099","1.C.4.c",4.61
"27-3099","2.A.2.b",2.38
"27-3099","4.A.2.b.3",4.18
"27-3099","2.B.3.e",1.25
"27-3099","2.C.3.a",3.9
"27-3099","4.A.3.b.1",4.76
"27-3099","4.A.3.b.6",4.42
"27-3099","4.C.1.a.2.h",4.65
"27-3099","2.B.3.e",1.63
"27-3099","2.C.3.a",3.4
"27-3099","4.A.3.b.1",3.81
"27-3099","4.A.3.b.6",3.85
"27-3099","4.C.1.a.2.h",4.83
"27-3099","2.B.3.e",1.38
"27-3099","2.C.3.a",3.5
"27-3099","4.A.3.b.1",4.24
"27-3099","4.A.3.b.6",2.95
"27-3099","4.C.1.a.2.h",4.95
"27-3099","2.B.3.e",1.62
"27-3099","2.C.3.a",3.06
"27-3099","4.A.3.b.1",4.57
"27-3099","4.A.3.b.6",3.32
"27-3099","4.C.1.a.2.h",4.89
"27-3099","2.C.3.a",4.29
"27-3099","4.A.3.b.1",4.61
"27-3099","4.A.3.b.6",3.9
"27-3099","4.C.1.a.2.h",4.74
"27-3099","2.C.3.a",3.54
"27-3099","4.A.3.b.1",3.41
"27-3099","4.A.3.b.6",2.28
"27-3099","4.C.1.a.2.h",5
"27-3099","2.B.3.e",1.12
"27-3099","2.C.3.a",2.91
"27-3099","4.A.3.b.1",3.26
"27-3099","4.A.3.b.6",3.78
"27-3099","4.C.1.a.2.h",4.52
"27-3099","2.C.3.a",4.14
"27-3099","4.A.3.b.1",4.64
"27-3099","4.A.3.b.6",4.77
"27-3099","4.C.1.a.2.h",4.63
"27-3099","1.A.1.b.2",3.62
"27-3099","1.C.7.a",3.73
"27-3099","2.C.7.c",2.93
"27-3099","4.A.2.b.2",4.4
"27-3099","1.A.1.b.2",3.69
"27-3099","1.C.7.a",3.65
"27-3099","2.C.7.c",2.01
"27-3099","4.A.2.b.2",3.86
"27-3099","1.A.1.b.2",3.75
"27-3099","1.C.7.a",3.59
"27-3099","2.C.7.c",1.55
"27-3099","4.A.2.b.2",4.45
"27-3099","1.A.1.b.2",3.5
"27-3099","1.C.7.a",4
"27-3099","2.C.7.c",1.58
"27-3099","4.A.2.b.2",4.07
"27-3099","1.A.1.b.2",2.88
"27-3099","1.C.7.a",3.54
"27-3099","2.C.7.c",1.12
"27-3099","4.A.2.b.2",3.57
"27-3099","1.A.1.b.2",3.88
"27-3099","1.C.7.a",3.35
"27-3099","2.C.7.c",2.05
"27-3099","4.A.2.b.2",3.83
"27-3099","1.A.1.b.2",3
"27-3099","1.C.7.a",3.42
"27-3099","2.C.7.c",1.23
"27-3099","4.A.2.b.2",3.54
"27-3099","1.A.1.b.2",1.88
"27-3099","2.C.7.c",1
"27-3099","4.A.2.b.2",1.4
"27-3099","1.A.1.b.4",3.38
"27-3099","1.A.1.b.5",3.38
"27-3099","1.C.7.b",3.76
"27-3099","2.A.2.a",3.75
"27-3099","2.B.3.a",2
"27-3099","2.B.4.g",2.12
"27-3099","4.A.2.a.4",3.63
"27-3099","1.A.1.b.4",3.56
"27-3099","1.A.1.b.5",3.81
"27-3099","1.C.7.b",3.89
"27-3099","2.A.2.a",3.81
"27-3099","2.B.3.a",2.06
"27-3099","2.B.4.g",2.44
"27-3099","4.A.2.a.4",3.73
"27-3099","1.A.1.b.4",3.88
"27-3099","1.A.1.b.5",3.62
"27-3099","1.C.7.b",3.45
"27-3099","2.A.2.a",3.88
"27-3099","2.B.3.a",2.75
"27-3099","2.B.4.g",3.12
"27-3099","4.A.2.a.4",3.45
"27-3099","1.A.1.b.4",3.5
"27-3099","1.C.7.b",3.84
"27-3099","4.A.2.a.4",3.56
"27-3099","1.A.1.b.4",3.75
"27-3099","1.C.7.b",3.83
"27-3099","2.A.2.a",3.62
"27-3099","2.B.3.a",2.5
"27-3099","2.B.4.g",2.38
"27-3099","4.A.2.a.4",4
"27-3099","1.A.1.b.4",3.12
"27-3099","1.A.1.b.5",3.12
"27-3099","1.C.7.b",3.73
"27-3099","2.B.3.a",1.25
"27-3099","2.B.4.g",2.25
"27-3099","4.A.2.a.4",2.12
"27-3099","1.A.1.b.5",3
"27-3099","1.C.7.b",3.66
"27-3099","2.B.3.a",1.62
"27-3099","4.A.2.a.4",3.3
"27-3099","1.A.1.b.4",2.88
"27-3099","1.A.1.b.5",2.62
"27-3099","2.A.2.a",2.5
"27-3099","2.B.3.a",1.12
"27-3099","2.B.4.g",1.88
"27-3099","4.A.2.a.4",2.19
"27-3099","2.C.1.e",3.78
"27-3099","4.A.4.a.6",3.83
"27-3099","4.A.4.a.8",4.54
"27-3099","4.C.1.b.1.f",3.98
"27-3099","4.C.1.d.1",3.19
"27-3099","4.C.1.d.2",2.87
"27-3099","2.C.1.e",3.17
"27-3099","4.A.4.a.6",2.28
"27-3099","4.A.4.a.8",3.94
"27-3099","4.C.1.b.1.f",3.71
"27-3099","4.C.1.d.1",2.8
"27-3099","4.C.1.d.2",2.98
"27-3099","2.C.1.e",3.95
"27-3099","4.A.4.a.6",3.86
"27-3099","4.A.4.a.8",4.18
"27-3099","4.C.1.b.1.f",3.77
"27-3099","4.C.1.d.1",3.14
"27-3099","4.C.1.d.2",3.09
"27-3099","2.C.1.e",3.11
"27-3099","4.A.4.a.6",2.55
"27-3099","4.A.4.a.8",2.89
"27-3099","4.C.1.d.1",2.9
"27-3099","4.C.1.d.2",3.17
"27-3099","2.C.1.e",2.98
"27-3099","4.A.4.a.6",2.63
"27-3099","4.A.4.a.8",1.66
"27-3099","4.C.1.b.1.f",3.19
"27-3099","4.C.1.d.1",2.75
"27-3099","4.C.1.d.2",2.2
"27-3099","2.C.1.e",4.01
"27-3099","4.A.4.a.6",4.03
"27-3099","4.A.4.a.8",2.16
"27-3099","4.C.1.b.1.f",3.87
"27-3099","4.C.1.d.1",3.1
"27-3099","4.C.1.d.2",2.79
"27-3099","2.C.1.e",3.88
"27-3099","4.A.4.a.6",1.81
"27-3099","4.C.1.b.1.f",2.9
"27-3099","4.C.1.d.1",2.92
"27-3099","4.C.1.d.2",3.18
"27-3099","2.C.1.e",3.48
"27-3099","4.A.4.a.6",1.25
"27-3099","4.A.4.a.8",3.08
"27-3099","4.C.1.b.1.f",4.28
"27-3099","4.C.1.d.1",2.57
"27-3099","4.C.1.d.2",3.47
"27-3099","1.A.1.g.1",3.25
"27-3099","1.C.5.b",4.43
"27-3099","4.C.3.a.1",2.97
"27-3099","4.C.3.b.4",4.49
"27-3099","1.A.1.g.1",3
"27-3099","1.C.5.b",4.71
"27-3099","4.C.3.a.1",2.62
"27-3099","4.C.3.b.4",4.54
"27-3099","1.A.1.g.1",2.88
"27-3099","1.C.5.b",4.82
"27-3099","4.C.3.a.1",2.86
"27-3099","4.C.3.b.4",4.18
"27-3099","1.C.5.b",4.65
"27-3099","4.C.3.a.1",2.43
"27-3099","4.C.3.b.4",4.44
"27-3099","1.A.1.g.1",2.5
"27-3099","1.C.5.b",4.74
"27-3099","4.C.3.a.1",2.37
"27-3099","4.C.3.b.4",4.55
"27-3099","1.A.1.g.1",2.75
"27-3099","1.C.5.b",4.52
"27-3099","4.C.3.a.1",1.85
"27-3099","1.A.1.g.1",3.12
"27-3099","1.C.5.b",4.57
"27-3099","4.C.3.a.1",3.56
"27-3099","4.C.3.b.4",4.9
"27-3099","1.A.1.g.1",3.75
"27-3099","1.C.5.b",4.96
"27-3099","4.C.3.a.1",2.29
"27-3099","4.C.3.b.4",4.96
"27-3099","1.A.2.a.3",2.25
"27-3099","1.A.2.b.1",2.38
"27-3099","1.A.2.c.2",1.5
"27-3099","4.C.2.d.1.g",3.58
"27-3099","1.A.2.a.3",2.31
"27-3099","1.A.2.b.1",2.06
"27-3099","1.A.2.c.2",1.19
"27-3099","4.C.2.d.1.g",2.65
"27-3099","1.A.2.a.3",1.62
"27-3099","1.A.2.b.1",1
