"soc","onet_element_id","onet_rating_value"
"27-3099","1.A.2.c.2",1.38
"27-3099","4.C.2.d.1.g",1.73
"27-3099","1.A.2.a.3",2.5
"27-3099","1.A.2.b.1",1.75
"27-3099","1.A.2.c.2",1.75
"27-3099","4.C.2.d.1.g",2.87
"27-3099","1.A.2.a.3",2.38
"27-3099","1.A.2.b.1",1.38
"27-3099","4.C.2.d.1.g",3.51
"27-3099","1.A.2.a.3",1.38
"27-3099","1.A.2.b.1",1.25
"27-3099","4.C.2.d.1.g",2.26
"27-3099","1.A.2.c.2",1.25
"27-3099","4.C.2.d.1.g",1.55
"27-3099","1.A.2.a.3",3
"27-3099","1.A.2.b.1",2.88
"27-3099","1.A.2.c.2",3.12
"27-3099","4.C.2.d.1.g",4.13
"27-3099","1.C.3.b",3.59
"27-3099","1.C.3.c",3.48
"27-3099","2.B.1.a",3.5
"27-3099","2.B.1.f",3
"27-3099","4.A.4.a.4",4.66
"27-3099","4.A.4.a.5",2.1
"27-3099","1.C.3.b",3.54
"27-3099","1.C.3.c",3.75
"27-3099","2.B.1.a",3.75
"27-3099","2.B.1.f",2.69
"27-3099","4.A.4.a.4",4.09
"27-3099","4.A.4.a.5",1.94
"27-3099","1.C.3.b",3.55
"27-3099","1.C.3.c",3.71
"27-3099","2.B.1.a",4
"27-3099","2.B.1.f",3.12
"27-3099","4.A.4.a.4",4.59
"27-3099","4.A.4.a.5",2.73
"27-3099","1.C.3.b",3.77
"27-3099","1.C.3.c",3.62
"27-3099","2.B.1.a",3.12
"27-3099","2.B.1.f",2.62
"27-3099","4.A.4.a.4",3.72
"27-3099","4.A.4.a.5",1.88
"27-3099","1.C.3.b",3.53
"27-3099","1.C.3.c",2.74
"27-3099","2.B.1.a",2.75
"27-3099","2.B.1.f",2.12
"27-3099","4.A.4.a.4",3.6
"27-3099","4.A.4.a.5",2.07
"27-3099","1.C.3.b",3.31
"27-3099","1.C.3.c",3.14
"27-3099","2.B.1.a",3.38
"27-3099","4.A.4.a.4",3.69
"27-3099","4.A.4.a.5",2.31
"27-3099","1.C.3.b",4
"27-3099","1.C.3.c",3.74
"27-3099","4.A.4.a.4",4.24
"27-3099","4.A.4.a.5",3.11
"27-3099","1.C.3.b",3.42
"27-3099","2.B.1.a",2.62
"27-3099","2.B.1.f",1.88
"27-3099","4.A.4.a.4",3.15
"27-3099","4.A.4.a.5",2.44
"27-3099","1.C.2.b",3.78
"27-3099","2.B.5.d",2.12
"27-3099","4.A.4.b.1",3.2
"27-3099","4.A.4.b.2",3.39
"27-3099","4.A.4.b.3",3.17
"27-3099","4.A.4.b.4",3.16
"27-3099","4.A.4.b.5",2.92
"27-3099","4.C.1.c.2",2.49
"27-3099","1.C.2.b",3.8
"27-3099","2.B.5.d",2.69
"27-3099","4.A.4.b.1",2.89
"27-3099","4.A.4.b.2",2.86
"27-3099","4.A.4.b.3",2.38
"27-3099","4.A.4.b.4",2.22
"27-3099","4.A.4.b.5",2.47
"27-3099","4.C.1.c.2",2.92
"27-3099","1.C.2.b",4.05
"27-3099","2.B.5.d",2.62
"27-3099","4.A.4.b.1",3.95
"27-3099","4.A.4.b.2",3.91
"27-3099","4.A.4.b.3",3.18
"27-3099","4.A.4.b.4",3.41
"27-3099","4.A.4.b.5",3.59
"27-3099","4.C.1.c.2",3.5
"27-3099","1.C.2.b",4.04
"27-3099","2.B.5.d",3
"27-3099","4.A.4.b.1",3.35
"27-3099","4.A.4.b.2",2.79
"27-3099","4.A.4.b.3",2.78
"27-3099","4.A.4.b.4",3.07
"27-3099","4.A.4.b.5",2.95
"27-3099","4.C.1.c.2",3.36
"27-3099","1.C.2.b",3.03
"27-3099","4.A.4.b.1",2.65
"27-3099","4.A.4.b.2",2.76
"27-3099","4.A.4.b.3",3.05
"27-3099","4.A.4.b.4",2.11
"27-3099","4.A.4.b.5",1.94
"27-3099","4.C.1.c.2",2.58
"27-3099","1.C.2.b",3.65
"27-3099","2.B.5.d",2.5
"27-3099","4.A.4.b.1",3.59
"27-3099","4.A.4.b.2",3.46
"27-3099","4.A.4.b.3",2.75
"27-3099","4.A.4.b.4",3.06
"27-3099","4.A.4.b.5",2.75
"27-3099","4.C.1.c.2",3.58
"27-3099","1.C.2.b",3.36
"27-3099","2.B.5.d",2.75
"27-3099","4.A.4.b.1",2.85
"27-3099","4.A.4.b.2",3.26
"27-3099","4.A.4.b.3",3.51
"27-3099","4.A.4.b.4",2.67
"27-3099","4.A.4.b.5",2.93
"27-3099","4.C.1.c.2",3.28
"27-3099","1.C.2.b",3.33
"27-3099","2.B.5.d",1.5
"27-3099","4.A.4.b.1",2.3
"27-3099","4.A.4.b.2",1.52
"27-3099","4.A.4.b.3",1.94
"27-3099","4.A.4.b.4",1.84
"27-3099","4.A.4.b.5",1.73
"27-3099","4.C.1.c.2",2.12
"27-3099","1.A.1.c.1",1.75
"27-3099","1.A.1.c.2",1.88
"27-3099","2.A.1.e",1.88
"27-3099","2.C.4.a",2.74
"27-3099","1.A.1.c.1",2
"27-3099","1.A.1.c.2",1.94
"27-3099","2.A.1.e",1.81
"27-3099","2.C.4.a",2.4
"27-3099","1.A.1.c.2",2.12
"27-3099","2.A.1.e",2
"27-3099","2.C.4.a",2.23
"27-3099","1.A.1.c.1",2.12
"27-3099","1.A.1.c.2",2
"27-3099","2.A.1.e",2.12
"27-3099","2.C.4.a",2.21
"27-3099","1.A.1.c.1",1.88
"27-3099","2.A.1.e",1.62
"27-3099","2.C.4.a",2.93
"27-3099","1.A.1.c.1",1.38
"27-3099","1.A.1.c.2",1.38
"27-3099","2.A.1.e",1.25
"27-3099","2.C.4.a",2.86
"27-3099","2.C.4.a",2.37
"27-3099","2.C.4.a",1.39
"27-3099","2.B.3.c",1.62
"27-3099","2.B.3.d",1
"27-3099","2.B.3.h",2.25
"27-3099","2.B.3.j",1.62
"27-3099","2.B.3.k",1.62
"27-3099","2.B.3.l",1.62
"27-3099","2.C.3.e",1.23
"27-3099","4.A.3.a.3",3.05
"27-3099","4.A.3.a.4",2.63
"27-3099","4.A.3.b.4",2.4
"27-3099","4.A.3.b.5",2.54
"27-3099","2.B.3.c",1.06
"27-3099","2.B.3.h",1.81
"27-3099","2.B.3.j",1
"27-3099","2.B.3.k",1.06
"27-3099","2.B.3.l",1
"27-3099","2.C.3.e",1.49
"27-3099","4.A.3.a.3",1.7
"27-3099","4.A.3.a.4",2.15
"27-3099","4.A.3.b.4",1.31
"27-3099","4.A.3.b.5",1.5
"27-3099","2.B.3.c",1
"27-3099","2.B.3.h",1
"27-3099","2.B.3.k",1
"27-3099","2.C.3.e",1.09
"27-3099","4.A.3.a.3",1.36
"27-3099","4.A.3.a.4",1.41
"27-3099","4.A.3.b.4",1.05
"27-3099","4.A.3.b.5",1.23
"27-3099","2.B.3.h",1.25
"27-3099","2.C.3.e",1.19
"27-3099","4.A.3.a.3",1.88
"27-3099","4.A.3.a.4",1.62
"27-3099","4.A.3.b.4",1.28
"27-3099","4.A.3.b.5",1.57
"27-3099","2.B.3.k",1.12
"27-3099","2.C.3.e",2.84
"27-3099","4.A.3.a.3",1.89
"27-3099","4.A.3.a.4",1.49
"27-3099","4.A.3.b.4",1.78
"27-3099","4.A.3.b.5",1.92
"27-3099","2.C.3.e",1.35
"27-3099","4.A.3.a.3",1.06
"27-3099","4.A.3.a.4",1.55
"27-3099","4.A.3.b.4",1
"27-3099","4.A.3.b.5",1.1
"27-3099","2.B.3.k",1.25
"27-3099","2.C.3.e",1.24
"27-3099","4.A.3.a.3",1.81
"27-3099","4.A.3.a.4",1.73
"27-3099","4.A.3.b.4",1.24
"27-3099","4.A.3.b.5",1.43
"27-3099","2.B.3.c",1.25
"27-3099","2.B.3.h",1.75
"27-3099","2.B.3.j",1.5
"27-3099","2.B.3.k",1.75
"27-3099","2.B.3.l",1.38
"27-3099","2.C.3.e",1.14
"27-3099","4.A.3.a.3",2.24
"27-3099","4.A.3.a.4",2.11
"27-3099","4.A.3.b.4",1.71
"27-3099","4.A.3.b.5",2.56
"27-3099","1.A.2.b.2",1.62
"27-3099","1.A.3.a.1",1.5
"27-3099","1.A.3.a.3",1.5
"27-3099","1.A.3.a.4",2.12
"27-3099","1.A.3.b.1",1
"27-3099","1.A.3.c.1",1.62
"27-3099","1.A.3.c.3",1
"27-3099","1.A.3.c.4",1
"27-3099","4.A.3.a.1",2.36
"27-3099","4.C.2.d.1.d",1.89
"27-3099","4.C.2.d.1.h",1.77
"27-3099","1.A.2.b.2",1.56
"27-3099","1.A.3.a.1",1
"27-3099","1.A.3.a.3",1.12
"27-3099","1.A.3.a.4",1.63
"27-3099","1.A.3.c.1",1
"27-3099","4.A.3.a.1",2.1
"27-3099","4.C.2.d.1.d",2.08
"27-3099","4.C.2.d.1.h",1.4
"27-3099","1.A.2.b.2",1
"27-3099","1.A.3.a.3",1
"27-3099","1.A.3.a.4",1.62
"27-3099","1.A.3.c.1",1.12
"27-3099","4.A.3.a.1",1.59
"27-3099","4.C.2.d.1.d",1.91
"27-3099","4.C.2.d.1.h",1.33
"27-3099","1.A.3.a.4",1.75
"27-3099","4.A.3.a.1",1.66
"27-3099","4.C.2.d.1.d",1.55
"27-3099","4.C.2.d.1.h",1.2
"27-3099","1.A.3.a.4",1.12
"27-3099","4.A.3.a.1",1.65
"27-3099","4.C.2.d.1.d",1.28
"27-3099","4.C.2.d.1.h",1.14
"27-3099","1.A.2.b.2",1.25
"27-3099","1.A.3.a.1",1.12
"27-3099","1.A.3.a.4",2
"27-3099","1.A.3.b.1",1.12
"27-3099","1.A.3.c.3",1.12
"27-3099","1.A.3.c.4",1.12
"27-3099","4.A.3.a.1",1.34
"27-3099","4.C.2.d.1.d",1.83
"27-3099","4.C.2.d.1.h",1.22
"27-3099","1.A.2.b.2",1.88
"27-3099","1.A.3.a.1",1.38
"27-3099","1.A.3.a.3",1.38
"27-3099","1.A.3.b.1",1.88
"27-3099","1.A.3.c.1",1.38
"27-3099","1.A.3.c.3",1.88
"27-3099","1.A.3.c.4",1.38
"27-3099","4.A.3.a.1",2.51
"27-3099","4.C.2.d.1.d",2.64
"27-3099","4.C.2.d.1.h",1.42
"27-3099","1.A.2.b.2",1.5
"27-3099","4.A.3.a.1",1.94
"27-3099","4.C.2.d.1.d",1.22
"27-3099","4.C.2.d.1.h",1.44
"27-3099","2.B.2.i",3
"27-3099","2.B.4.e",3.25
"27-3099","2.B.4.h",2.12
"27-3099","4.A.2.b.1",4.42
"27-3099","4.C.3.a.2.a",4.7
"27-3099","4.C.3.a.2.b",4.71
"27-3099","4.C.3.a.4",4.24
"27-3099","2.B.2.i",3.25
"27-3099","2.B.4.e",3.06
"27-3099","2.B.4.h",2.25
"27-3099","4.A.2.b.1",3.55
"27-3099","4.C.3.a.2.a",4
"27-3099","4.C.3.a.2.b",4.36
"27-3099","4.C.3.a.4",4.56
"27-3099","2.B.2.i",3.38
"27-3099","2.B.4.e",3.5
"27-3099","2.B.4.h",3.25
"27-3099","4.A.2.b.1",4.41
"27-3099","4.C.3.a.2.a",4.05
"27-3099","4.C.3.a.2.b",4.1
"27-3099","4.C.3.a.4",3.81
"27-3099","2.B.2.i",3.12
"27-3099","2.B.4.e",3.12
"27-3099","2.B.4.h",2.5
"27-3099","4.A.2.b.1",3.96
"27-3099","4.C.3.a.2.a",4.15
"27-3099","4.C.3.a.2.b",4.33
"27-3099","4.C.3.a.4",4.07
"27-3099","2.B.2.i",2.75
"27-3099","2.B.4.h",1.88
"27-3099","4.A.2.b.1",3.33
"27-3099","4.C.3.a.2.a",3.43
"27-3099","4.C.3.a.2.b",3.58
"27-3099","4.C.3.a.4",4.4
"27-3099","2.B.4.h",2.38
"27-3099","4.A.2.b.1",3.57
"27-3099","4.C.3.a.2.a",4.38
"27-3099","4.C.3.a.2.b",4.54
"27-3099","4.C.3.a.4",3.56
"27-3099","4.A.2.b.1",3.75
"27-3099","4.C.3.a.2.a",4.14
"27-3099","4.C.3.a.2.b",4.52
"27-3099","4.C.3.a.4",4.06
"27-3099","2.B.2.i",2.12
"27-3099","2.B.4.e",2
"27-3099","2.B.4.h",1.75
"27-3099","4.A.2.b.1",2.71
"27-3099","4.C.3.a.2.a",3.31
"27-3099","4.C.3.a.2.b",3.42
"27-3099","4.C.3.a.4",4.2
"27-3099","2.B.5.b",1.5
"27-3099","2.B.5.c",1.5
"27-3099","4.A.2.b.5",3.77
"27-3099","4.A.2.b.6",4.39
"27-3099","4.A.4.c.3",1.97
"27-3099","2.B.5.b",1.69
"27-3099","2.B.5.c",1.69
"27-3099","4.A.2.b.5",3.08
"27-3099","4.A.2.b.6",3.84
"27-3099","4.A.4.c.3",1.81
"27-3099","2.B.5.b",1.88
"27-3099","2.B.5.c",1.75
"27-3099","4.A.2.b.5",3.64
"27-3099","4.A.2.b.6",4.41
"27-3099","4.A.4.c.3",3.27
"27-3099","2.B.5.c",1.38
"27-3099","4.A.2.b.5",3.4
"27-3099","4.A.2.b.6",3.69
"27-3099","4.A.4.c.3",2.03
"27-3099","2.B.5.b",1.38
"27-3099","2.B.5.c",1.62
"27-3099","4.A.2.b.5",2.92
"27-3099","4.A.2.b.6",3.96
"27-3099","4.A.4.c.3",1.82
"27-3099","2.B.5.b",1.12
"27-3099","2.B.5.c",1.12
"27-3099","4.A.2.b.5",3.23
"27-3099","4.A.2.b.6",3.57
"27-3099","4.A.4.c.3",1.65
"27-3099","2.B.5.b",1.25
"27-3099","2.B.5.c",1.25
"27-3099","4.A.2.b.5",2.9
"27-3099","4.A.2.b.6",3.48
"27-3099","4.A.4.c.3",2.21
"27-3099","2.B.5.b",1
"27-3099","2.B.5.c",1
"27-3099","4.A.2.b.5",3.39
"27-3099","4.A.2.b.6",3.76
"27-3099","4.A.4.c.3",1.39
"27-3099","2.A.1.f",1
"27-3099","2.C.4.b",1.46
"27-3099","2.C.4.c",1.46
"27-3099","2.C.4.d",1.37
"27-3099","2.A.1.f",1.06
"27-3099","2.C.4.b",1.42
"27-3099","2.C.4.c",1.27
"27-3099","2.C.4.d",1.65
"27-3099","2.A.1.f",1.5
"27-3099","2.C.4.b",1.14
"27-3099","2.C.4.c",1.05
"27-3099","2.C.4.d",1.18
"27-3099","2.C.4.b",1.3
"27-3099","2.C.4.c",1.15
"27-3099","2.C.4.d",1.35
"27-3099","2.A.1.f",1.25
"27-3099","2.C.4.b",1.67
"27-3099","2.C.4.c",1.8
"27-3099","2.C.4.d",1.31
"27-3099","2.A.1.f",1.12
"27-3099","2.C.4.b",1
"27-3099","2.C.4.c",1
"27-3099","2.C.4.d",1
"27-3099","2.C.4.b",1.32
"27-3099","2.C.4.c",1.42
"27-3099","2.C.4.d",2.03
"27-3099","1.A.1.a.1",4
"27-3099","1.A.1.a.3",4.88
"27-3099","1.A.4.b.4",3.88
"27-3099","1.A.4.b.5",4.62
"27-3099","2.A.1.b",4
"27-3099","2.A.1.d",4.62
"27-3099","2.C.9.b",4.86
"27-3099","4.C.1.a.2.c",3.32
"27-3099","1.A.1.a.1",4.12
"27-3099","1.A.1.a.3",4.19
"27-3099","1.A.4.b.5",4.25
"27-3099","2.A.1.b",4.12
"27-3099","2.A.1.d",4.12
"27-3099","2.C.9.b",4.71
"27-3099","4.C.1.a.2.c",2.78
"27-3099","1.A.1.a.1",4.25
"27-3099","1.A.1.a.3",4.12
"27-3099","1.A.4.b.4",4
"27-3099","1.A.4.b.5",4
"27-3099","2.C.9.b",4.91
"27-3099","4.C.1.a.2.c",2.95
"27-3099","1.A.1.a.3",4
"27-3099","1.A.4.b.5",3.88
"27-3099","2.A.1.b",3.88
"27-3099","2.A.1.d",3.75
"27-3099","2.C.9.b",4.52
"27-3099","4.C.1.a.2.c",2.44
"27-3099","1.A.1.a.1",3.88
"27-3099","1.A.1.a.3",3.75
"27-3099","1.A.4.b.4",3.12
"27-3099","1.A.4.b.5",3.38
"27-3099","2.A.1.b",3.75
"27-3099","2.C.9.b",3.25
"27-3099","4.C.1.a.2.c",2.16
"27-3099","1.A.4.b.4",3.62
"27-3099","1.A.4.b.5",3.62
"27-3099","2.A.1.d",3.88
"27-3099","2.C.9.b",4.2
"27-3099","4.C.1.a.2.c",2.62
"27-3099","1.A.1.a.3",4.25
"27-3099","2.C.9.b",2.55
"27-3099","4.C.1.a.2.c",2.75
"27-3099","1.A.1.a.3",3.88
"27-3099","1.A.4.b.4",4.12
"27-3099","1.A.4.b.5",3.12
"27-3099","2.A.1.d",3
"27-3099","2.C.9.b",3.01
"27-3099","4.C.1.a.2.c",2.46
"27-3099","1.A.1.a.2",4
"27-3099","1.A.1.a.4",3.88
"27-3099","2.A.1.a",4
"27-3099","2.A.1.c",3.25
"27-3099","4.A.4.a.1",4.16
"27-3099","1.A.1.a.2",4.06
"27-3099","1.A.1.a.4",4
"27-3099","2.A.1.a",4.12
"27-3099","2.A.1.c",4.12
"27-3099","4.A.4.a.1",4.34
"27-3099","1.A.1.a.2",3.88
"27-3099","2.A.1.c",4
"27-3099","4.A.4.a.1",4.05
"27-3099","1.A.1.a.2",4.88
"27-3099","1.A.1.a.4",4.62
"27-3099","2.A.1.a",4.88
"27-3099","2.A.1.c",4.25
"27-3099","4.A.4.a.1",3.51
"27-3099","1.A.1.a.2",4.12
"27-3099","1.A.1.a.4",4.25
"27-3099","2.A.1.c",4.88
"27-3099","4.A.4.a.1",4.02
"27-3099","2.A.1.c",4.75
"27-3099","4.A.4.a.1",3
"27-3099","2.A.1.a",3.88
"27-3099","2.A.1.c",3.75
"27-3099","4.A.4.a.1",4.71
"27-3099","2.A.1.a",3.12
"27-3099","2.A.1.c",3.38
"27-3099","4.A.4.a.1",2.12
"27-4011","1.C.4.a",4.12
"27-4011","1.C.4.b",4.16
"27-4011","1.C.4.c",4.36
"27-4011","2.A.2.b",3
"27-4011","4.A.2.b.3",4.2
"27-4011","2.B.3.e",2
"27-4011","2.C.3.a",4.11
"27-4011","4.A.3.b.1",4.54
"27-4011","4.A.3.b.6",3.71
"27-4011","4.C.1.a.2.h",4.56
"27-4011","1.A.1.b.2",2.88
"27-4011","1.C.7.a",3.85
"27-4011","2.C.7.c",3.6
"27-4011","4.A.2.b.2",4.15
"27-4011","1.A.1.b.4",3.38
"27-4011","1.A.1.b.5",3.25
"27-4011","1.C.7.b",3.92
"27-4011","2.A.2.a",3.5
"27-4011","2.B.3.a",2.12
"27-4011","2.B.4.g",3
"27-4011","4.A.2.a.4",3.58
"27-4011","2.C.1.e",3.38
"27-4011","4.A.4.a.6",1.78
"27-4011","4.A.4.a.8",3.26
"27-4011","4.C.1.b.1.f",3.78
"27-4011","4.C.1.d.1",2.8
"27-4011","4.C.1.d.2",2.85
"27-4011","1.A.1.g.1",3.12
"27-4011","1.C.5.b",4.44
"27-4011","4.C.3.a.1",2.25
"27-4011","4.C.3.b.4",4.57
"27-4011","1.A.2.a.3",3
"27-4011","1.A.2.b.1",3.12
"27-4011","1.A.2.c.2",2.12
"27-4011","4.C.2.d.1.g",4.44
"27-4011","1.C.3.b",3.71
"27-4011","1.C.3.c",3.32
"27-4011","2.B.1.a",3
"27-4011","2.B.1.f",3.12
"27-4011","4.A.4.a.4",3.24
"27-4011","4.A.4.a.5",2.37
"27-4011","1.C.2.b",3.7
"27-4011","2.B.5.d",2.88
"27-4011","4.A.4.b.1",3.34
"27-4011","4.A.4.b.2",2.36
"27-4011","4.A.4.b.3",2.91
"27-4011","4.A.4.b.4",2.19
"27-4011","4.A.4.b.5",2.76
"27-4011","4.C.1.c.2",4.05
"27-4011","1.A.1.c.1",2.12
"27-4011","1.A.1.c.2",2.25
"27-4011","2.A.1.e",2
"27-4011","2.C.4.a",2.84
"27-4011","2.B.3.c",2.75
"27-4011","2.B.3.d",2.5
"27-4011","2.B.3.h",3
"27-4011","2.B.3.j",2.38
"27-4011","2.B.3.k",2.75
"27-4011","2.B.3.l",2.25
"27-4011","2.C.3.e",2.92
"27-4011","4.A.3.a.3",3.5
"27-4011","4.A.3.a.4",2.41
"27-4011","4.A.3.b.4",2.59
"27-4011","4.A.3.b.5",3.77
"27-4011","1.A.2.b.2",2.25
"27-4011","1.A.3.a.1",2.12
"27-4011","1.A.3.a.3",2
"27-4011","1.A.3.a.4",2.12
"27-4011","1.A.3.b.1",2.12
"27-4011","1.A.3.c.1",2.25
"27-4011","1.A.3.c.3",1.88
"27-4011","1.A.3.c.4",1.88
"27-4011","4.A.3.a.1",3.04
"27-4011","4.C.2.d.1.d",2.02
"27-4011","4.C.2.d.1.h",1.91
"27-4011","2.B.2.i",3.25
"27-4011","2.B.4.e",3
"27-4011","2.B.4.h",2.88
"27-4011","4.A.2.b.1",4.14
"27-4011","4.C.3.a.2.a",3.96
"27-4011","4.C.3.a.2.b",3.62
"27-4011","4.C.3.a.4",4.45
"27-4011","2.B.5.b",1.88
"27-4011","2.B.5.c",2
"27-4011","4.A.2.b.5",3.93
"27-4011","4.A.2.b.6",4.04
"27-4011","4.A.4.c.3",2.82
"27-4011","2.A.1.f",1
"27-4011","2.C.4.b",2.71
"27-4011","2.C.4.c",1.67
"27-4011","2.C.4.d",1.36
"27-4011","1.A.1.a.1",3.75
"27-4011","1.A.1.a.3",3.88
"27-4011","1.A.4.b.4",3.12
"27-4011","1.A.4.b.5",3.12
"27-4011","2.A.1.b",3.12
"27-4011","2.A.1.d",3.12
"27-4011","2.C.9.b",4.07
"27-4011","4.C.1.a.2.c",2.3
"27-4011","1.A.1.a.2",3.5
"27-4011","1.A.1.a.4",3.5
"27-4011","2.A.1.a",3.5
"27-4011","2.A.1.c",3.12
"27-4011","4.A.4.a.1",3.31
"27-4012","1.C.4.a",3.8
"27-4012","1.C.4.b",3.94
"27-4012","1.C.4.c",4.01
"27-4012","2.A.2.b",3.12
"27-4012","4.A.2.b.3",4.12
"27-4012","2.B.3.e",2.12
"27-4012","2.C.3.a",4.51
"27-4012","4.A.3.b.1",4.58
"27-4012","4.A.3.b.6",3.89
"27-4012","4.C.1.a.2.h",4.97
"27-4012","1.A.1.b.2",3
"27-4012","1.C.7.a",3.45
"27-4012","2.C.7.c",1.09
"27-4012","4.A.2.b.2",3.39
"27-4012","1.A.1.b.4",3.25
"27-4012","1.A.1.b.5",3.12
"27-4012","1.C.7.b",3.86
"27-4012","2.A.2.a",3.75
"27-4012","2.B.3.a",2.12
"27-4012","2.B.4.g",2.88
"27-4012","4.A.2.a.4",3.33
"27-4012","2.C.1.e",2.49
"27-4012","4.A.4.a.6",2.44
"27-4012","4.A.4.a.8",2.81
"27-4012","4.C.1.b.1.f",3.01
"27-4012","4.C.1.d.1",2.37
"27-4012","4.C.1.d.2",2.57
"27-4012","1.A.1.g.1",3.12
"27-4012","1.C.5.b",4.23
"27-4012","4.C.3.a.1",3.17
"27-4012","4.C.3.b.4",4.15
"27-4012","1.A.2.a.3",3
"27-4012","1.A.2.b.1",3
"27-4012","1.A.2.c.2",2
"27-4012","4.C.2.d.1.g",3.5
"27-4012","1.C.3.b",3.52
"27-4012","1.C.3.c",2.94
"27-4012","2.B.1.a",3
"27-4012","2.B.1.f",2.38
"27-4012","4.A.4.a.4",3.47
"27-4012","4.A.4.a.5",2.35
"27-4012","1.C.2.b",3.23
"27-4012","2.B.5.d",2.62
"27-4012","4.A.4.b.1",3.36
"27-4012","4.A.4.b.2",3.2
"27-4012","4.A.4.b.3",3.15
"27-4012","4.A.4.b.4",3.13
"27-4012","4.A.4.b.5",2.95
"27-4012","4.C.1.c.2",3.68
"27-4012","1.A.1.c.1",2.62
"27-4012","1.A.1.c.2",2.12
"27-4012","2.A.1.e",2.75
"27-4012","2.C.4.a",2.79
"27-4012","2.B.3.c",2.75
"27-4012","2.B.3.d",2
"27-4012","2.B.3.h",3
"27-4012","2.B.3.j",3.12
"27-4012","2.B.3.k",3
"27-4012","2.B.3.l",2.75
"27-4012","2.C.3.e",2.68
"27-4012","4.A.3.a.3",3.54
"27-4012","4.A.3.a.4",2.81
"27-4012","4.A.3.b.4",3.18
"27-4012","4.A.3.b.5",3.94
"27-4012","1.A.2.b.2",2.5
"27-4012","1.A.3.a.1",2.38
"27-4012","1.A.3.a.3",2
"27-4012","1.A.3.a.4",2.12
"27-4012","1.A.3.b.1",2
"27-4012","1.A.3.c.1",2
"27-4012","1.A.3.c.3",2
"27-4012","1.A.3.c.4",1.75
"27-4012","4.A.3.a.1",3.1
"27-4012","4.C.2.d.1.d",2.02
"27-4012","4.C.2.d.1.h",1.78
"27-4012","2.B.2.i",3.25
"27-4012","2.B.4.e",3.12
"27-4012","2.B.4.h",2.75
"27-4012","4.A.2.b.1",3.88
"27-4012","4.C.3.a.2.a",4.15
"27-4012","4.C.3.a.2.b",3.92
"27-4012","4.C.3.a.4",3.84
"27-4012","2.B.5.b",1.88
"27-4012","2.B.5.c",2.12
"27-4012","4.A.2.b.5",3.29
"27-4012","4.A.2.b.6",3.75
"27-4012","4.A.4.c.3",2.81
"27-4012","2.A.1.f",1.88
"27-4012","2.C.4.b",1.79
"27-4012","2.C.4.c",1.52
"27-4012","2.C.4.d",1.11
"27-4012","1.A.1.a.1",3.62
"27-4012","1.A.1.a.3",3.25
"27-4012","1.A.4.b.4",3.12
"27-4012","1.A.4.b.5",3.12
"27-4012","2.A.1.b",3.62
"27-4012","2.A.1.d",3.12
"27-4012","2.C.9.b",3.54
"27-4012","4.C.1.a.2.c",1.98
"27-4012","1.A.1.a.2",3.62
"27-4012","1.A.1.a.4",3.25
"27-4012","2.A.1.a",3.12
"27-4012","2.A.1.c",3.25
"27-4012","4.A.4.a.1",3.08
"27-4014","1.C.4.a",4.15
"27-4014","1.C.4.b",4.58
"27-4014","1.C.4.c",4.58
"27-4014","2.A.2.b",3.12
"27-4014","4.A.2.b.3",4.19
"27-4014","2.B.3.e",1.75
"27-4014","2.C.3.a",4.44
"27-4014","4.A.3.b.1",4.73
"27-4014","4.A.3.b.6",4.08
"27-4014","4.C.1.a.2.h",4.89
"27-4014","1.A.1.b.2",3.38
"27-4014","1.C.7.a",3.44
"27-4014","2.C.7.c",3.74
"27-4014","4.A.2.b.2",4.67
"27-4014","1.A.1.b.4",3.25
"27-4014","1.A.1.b.5",3.12
"27-4014","1.C.7.b",3.89
"27-4014","2.A.2.a",3.25
"27-4014","2.B.3.a",1.38
"27-4014","2.B.4.g",3
"27-4014","4.A.2.a.4",3.19
"27-4014","2.C.1.e",4.04
"27-4014","4.A.4.a.6",3.11
"27-4014","4.A.4.a.8",2.37
"27-4014","4.C.1.b.1.f",3.15
"27-4014","4.C.1.d.1",3.37
"27-4014","4.C.1.d.2",2.81
"27-4014","1.A.1.g.1",3.38
"27-4014","1.C.5.b",4.69
"27-4014","4.C.3.a.1",2.96
"27-4014","4.C.3.b.4",4.33
"27-4014","1.A.2.a.3",3
"27-4014","1.A.2.b.1",3.12
"27-4014","1.A.2.c.2",2
"27-4014","4.C.2.d.1.g",4.52
"27-4014","1.C.3.b",3.92
"27-4014","1.C.3.c",3.58
"27-4014","2.B.1.a",3
"27-4014","2.B.1.f",2.88
"27-4014","4.A.4.a.4",4.33
"27-4014","4.A.4.a.5",2.89
"27-4014","1.C.2.b",3.67
"27-4014","2.B.5.d",2.5
"27-4014","4.A.4.b.1",3.37
"27-4014","4.A.4.b.2",3.19
"27-4014","4.A.4.b.3",3.3
"27-4014","4.A.4.b.4",3.3
"27-4014","4.A.4.b.5",3.19
"27-4014","4.C.1.c.2",3.54
"27-4014","1.A.1.c.1",2.12
"27-4014","1.A.1.c.2",2.25
"27-4014","2.A.1.e",2.12
"27-4014","2.C.4.a",2.65
"27-4014","2.B.3.c",2.5
"27-4014","2.B.3.d",1.5
"27-4014","2.B.3.h",3
"27-4014","2.B.3.j",2.62
"27-4014","2.B.3.k",2.75
"27-4014","2.B.3.l",2.5
