"soc","industry_code"
"11-3031","62220P"
"11-3121","62220P"
"11-3131","62220P"
"11-9000","62220P"
"11-9030","62220P"
"11-9039","62220P"
"11-9051","62220P"
"11-9111","62220P"
"11-9151","62220P"
"11-9199","62220P"
"13-0000","62220P"
"13-1000","62220P"
"13-1020","62220P"
"13-1041","62220P"
"13-1070","62220P"
"13-1071","62220P"
"13-1080","62220P"
"13-1082","62220P"
"13-1111","62220P"
"13-1131","62220P"
"13-1141","62220P"
"13-1151","62220P"
"13-1161","62220P"
"13-1199","62220P"
"13-2000","62220P"
"13-2011","62220P"
"13-2050","62220P"
"13-2099","62220P"
"15-0000","62220P"
"15-1200","62220P"
"15-1210","62220P"
"15-1211","62220P"
"15-1230","62220P"
"15-1231","62220P"
"15-1232","62220P"
"15-1240","62220P"
"15-1244","62220P"
"15-1250","62220P"
"15-1251","62220P"
"15-2000","62220P"
"19-0000","62220P"
"19-1000","62220P"
"19-3000","62220P"
"19-3030","62220P"
"19-3033","62220P"
"19-3039","62220P"
"19-4000","62220P"
"19-4061","62220P"
"21-0000","62220P"
"21-1000","62220P"
"21-1010","62220P"
"21-1012","62220P"
"21-1013","62220P"
"21-1015","62220P"
"21-1018","62220P"
"21-1019","62220P"
"21-1020","62220P"
"21-1021","62220P"
"21-1022","62220P"
"21-1023","62220P"
"21-1029","62220P"
"21-1090","62220P"
"21-1091","62220P"
"21-1093","62220P"
"21-1094","62220P"
"21-1099","62220P"
"21-2000","62220P"
"21-2011","62220P"
"25-0000","62220P"
"25-1000","62220P"
"25-1070","62220P"
"25-2000","62220P"
"25-2030","62220P"
"25-2031","62220P"
"25-2050","62220P"
"25-2052","62220P"
"25-2059","62220P"
"25-3000","62220P"
"25-3099","62220P"
"25-9000","62220P"
"25-9040","62220P"
"25-9045","62220P"
"27-0000","62220P"
"27-3000","62220P"
"27-3031","62220P"
"29-0000","62220P"
"29-1000","62220P"
"29-1020","62220P"
"29-1021","62220P"
"29-1031","62220P"
"29-1051","62220P"
"29-1071","62220P"
"29-1120","62220P"
"29-1122","62220P"
"29-1123","62220P"
"29-1125","62220P"
"29-1126","62220P"
"29-1127","62220P"
"29-1129","62220P"
"29-1141","62220P"
"29-1171","62220P"
"29-1210","62220P"
"29-1215","62220P"
"29-1223","62220P"
"29-1229","62220P"
"29-1290","62220P"
"29-2000","62220P"
"29-2010","62220P"
"29-2030","62220P"
"29-2034","62220P"
"29-2050","62220P"
"29-2051","62220P"
"29-2052","62220P"
"29-2053","62220P"
"29-2061","62220P"
"29-2072","62220P"
"29-2090","62220P"
"29-2099","62220P"
"29-9000","62220P"
"29-9021","62220P"
"29-9090","62220P"
"29-9099","62220P"
"31-0000","62220P"
"31-1100","62220P"
"31-1120","62220P"
"31-1130","62220P"
"31-1131","62220P"
"31-1132","62220P"
"31-1133","62220P"
"31-2000","62220P"
"31-2010","62220P"
"31-2011","62220P"
"31-2020","62220P"
"31-2021","62220P"
"31-9000","62220P"
"31-9090","62220P"
"31-9091","62220P"
"31-9092","62220P"
"31-9094","62220P"
"31-9097","62220P"
"33-0000","62220P"
"33-1000","62220P"
"33-1090","62220P"
"33-1091","62220P"
"33-9000","62220P"
"33-9030","62220P"
"33-9032","62220P"
"35-0000","62220P"
"35-1000","62220P"
"35-1011","62220P"
"35-1012","62220P"
"35-2000","62220P"
"35-2010","62220P"
"35-2012","62220P"
"35-2021","62220P"
"35-3000","62220P"
"35-3023","62220P"
"35-3041","62220P"
"35-9000","62220P"
"37-0000","62220P"
"37-1000","62220P"
"37-1011","62220P"
"37-2000","62220P"
"37-2010","62220P"
"37-2011","62220P"
"37-2012","62220P"
"39-0000","62220P"
"39-1000","62220P"
"39-9000","62220P"
"39-9030","62220P"
"39-9032","62220P"
"39-9041","62220P"
"41-0000","62220P"
"41-2000","62220P"
"41-2010","62220P"
"41-2011","62220P"
"41-3000","62220P"
"41-3091","62220P"
"43-0000","62220P"
"43-1000","62220P"
"43-1011","62220P"
"43-2000","62220P"
"43-2011","62220P"
"43-3000","62220P"
"43-3011","62220P"
"43-3021","62220P"
"43-3031","62220P"
"43-3051","62220P"
"43-4000","62220P"
"43-4051","62220P"
"43-4111","62220P"
"43-4161","62220P"
"43-4171","62220P"
"43-4199","62220P"
"43-5000","62220P"
"43-5061","62220P"
"43-6000","62220P"
"43-6011","62220P"
"43-6013","62220P"
"43-6014","62220P"
"43-9000","62220P"
"43-9020","62220P"
"43-9021","62220P"
"43-9061","62220P"
"43-9199","62220P"
"47-0000","62220P"
"47-2000","62220P"
"49-0000","62220P"
"49-1000","62220P"
"49-1011","62220P"
"49-9000","62220P"
"49-9071","62220P"
"51-0000","62220P"
"51-8000","62220P"
"51-8021","62220P"
"53-0000","62220P"
"53-3000","62220P"
"53-3050","62220P"
"53-3053","62220P"
"00-0000","62230P"
"11-0000","62230P"
"11-1000","62230P"
"11-1011","62230P"
"11-1021","62230P"
"11-2000","62230P"
"11-2020","62230P"
"11-2021","62230P"
"11-2030","62230P"
"11-2032","62230P"
"11-2033","62230P"
"11-3000","62230P"
"11-3010","62230P"
"11-3012","62230P"
"11-3013","62230P"
"11-3021","62230P"
"11-3031","62230P"
"11-3071","62230P"
"11-3121","62230P"
"11-3131","62230P"
"11-9000","62230P"
"11-9051","62230P"
"11-9111","62230P"
"11-9121","62230P"
"11-9151","62230P"
"11-9199","62230P"
"13-0000","62230P"
"13-1000","62230P"
"13-1020","62230P"
"13-1041","62230P"
"13-1070","62230P"
"13-1071","62230P"
"13-1080","62230P"
"13-1082","62230P"
"13-1111","62230P"
"13-1131","62230P"
"13-1141","62230P"
"13-1151","62230P"
"13-1161","62230P"
"13-1199","62230P"
"13-2000","62230P"
"13-2011","62230P"
"13-2050","62230P"
"13-2051","62230P"
"13-2099","62230P"
"15-0000","62230P"
"15-1200","62230P"
"15-1210","62230P"
"15-1211","62230P"
"15-1212","62230P"
"15-1230","62230P"
"15-1232","62230P"
"15-1240","62230P"
"15-1241","62230P"
"15-1243","62230P"
"15-1244","62230P"
"15-1250","62230P"
"15-1252","62230P"
"15-1299","62230P"
"15-2000","62230P"
"15-2041","62230P"
"15-2051","62230P"
"17-0000","62230P"
"17-2000","62230P"
"17-2031","62230P"
"19-0000","62230P"
"19-1000","62230P"
"19-1020","62230P"
"19-1040","62230P"
"19-1041","62230P"
"19-1042","62230P"
"19-2000","62230P"
"19-2010","62230P"
"19-2012","62230P"
"19-3000","62230P"
"19-3030","62230P"
"19-3033","62230P"
"19-3039","62230P"
"19-4000","62230P"
"19-4090","62230P"
"19-4099","62230P"
"19-5000","62230P"
"19-5011","62230P"
"21-0000","62230P"
"21-1000","62230P"
"21-1010","62230P"
"21-1012","62230P"
"21-1015","62230P"
"21-1018","62230P"
"21-1020","62230P"
"21-1021","62230P"
"21-1022","62230P"
"21-1023","62230P"
"21-1029","62230P"
"21-1090","62230P"
"21-1091","62230P"
"21-1093","62230P"
"21-1094","62230P"
"21-1099","62230P"
"21-2000","62230P"
"21-2011","62230P"
"23-0000","62230P"
"23-1000","62230P"
"23-1010","62230P"
"23-1011","62230P"
"25-0000","62230P"
"25-1000","62230P"
"25-1070","62230P"
"25-1071","62230P"
"25-1072","62230P"
"25-2000","62230P"
"25-2010","62230P"
"25-2011","62230P"
"25-9000","62230P"
"25-9031","62230P"
"27-0000","62230P"
"27-3000","62230P"
"27-3031","62230P"
"27-3090","62230P"
"27-3091","62230P"
"27-4000","62230P"
"29-0000","62230P"
"29-1000","62230P"
"29-1011","62230P"
"29-1020","62230P"
"29-1021","62230P"
"29-1031","62230P"
"29-1041","62230P"
"29-1051","62230P"
"29-1071","62230P"
"29-1120","62230P"
"29-1122","62230P"
"29-1123","62230P"
"29-1124","62230P"
"29-1125","62230P"
"29-1126","62230P"
"29-1127","62230P"
"29-1128","62230P"
"29-1129","62230P"
"29-1141","62230P"
"29-1151","62230P"
"29-1171","62230P"
"29-1181","62230P"
"29-1210","62230P"
"29-1211","62230P"
"29-1216","62230P"
"29-1217","62230P"
"29-1221","62230P"
"29-1223","62230P"
"29-1224","62230P"
"29-1229","62230P"
"29-1240","62230P"
"29-1290","62230P"
"29-1299","62230P"
"29-2000","62230P"
"29-2010","62230P"
"29-2030","62230P"
"29-2031","62230P"
"29-2032","62230P"
"29-2033","62230P"
"29-2034","62230P"
"29-2035","62230P"
"29-2036","62230P"
"29-2040","62230P"
"29-2042","62230P"
"29-2043","62230P"
"29-2050","62230P"
"29-2051","62230P"
"29-2052","62230P"
"29-2053","62230P"
"29-2055","62230P"
"29-2057","62230P"
"29-2061","62230P"
"29-2072","62230P"
"29-2090","62230P"
"29-2091","62230P"
"29-2099","62230P"
"29-9000","62230P"
"29-9021","62230P"
"29-9090","62230P"
"29-9091","62230P"
"29-9092","62230P"
"29-9093","62230P"
"29-9099","62230P"
"31-0000","62230P"
"31-1100","62230P"
"31-1120","62230P"
"31-1130","62230P"
"31-1131","62230P"
"31-1132","62230P"
"31-1133","62230P"
"31-2000","62230P"
"31-2010","62230P"
"31-2011","62230P"
"31-2012","62230P"
"31-2020","62230P"
"31-2021","62230P"
"31-2022","62230P"
"31-9000","62230P"
"31-9011","62230P"
"31-9090","62230P"
"31-9091","62230P"
"31-9092","62230P"
"31-9093","62230P"
"31-9094","62230P"
"31-9095","62230P"
"31-9097","62230P"
"33-0000","62230P"
"33-1000","62230P"
"33-1090","62230P"
"33-1091","62230P"
"33-9000","62230P"
"33-9030","62230P"
"33-9032","62230P"
"35-0000","62230P"
"35-1000","62230P"
"35-1012","62230P"
"35-2000","62230P"
"35-2010","62230P"
"35-2012","62230P"
"35-2021","62230P"
"35-3000","62230P"
"35-3023","62230P"
"35-3041","62230P"
"35-9000","62230P"
"35-9011","62230P"
"37-0000","62230P"
"37-1000","62230P"
"37-1011","62230P"
"37-2000","62230P"
"37-2010","62230P"
"37-2011","62230P"
"37-2012","62230P"
"39-0000","62230P"
"39-1000","62230P"
"39-6000","62230P"
"39-6012","62230P"
"39-9000","62230P"
"39-9011","62230P"
"39-9030","62230P"
"39-9031","62230P"
"39-9032","62230P"
"41-0000","62230P"
"41-2000","62230P"
"41-2010","62230P"
"41-2011","62230P"
"41-3000","62230P"
"41-3091","62230P"
"43-0000","62230P"
"43-1000","62230P"
"43-1011","62230P"
"43-2000","62230P"
"43-2011","62230P"
"43-3000","62230P"
"43-3011","62230P"
"43-3021","62230P"
"43-3031","62230P"
"43-3051","62230P"
"43-3061","62230P"
"43-4000","62230P"
"43-4051","62230P"
"43-4071","62230P"
"43-4111","62230P"
"43-4161","62230P"
"43-4171","62230P"
"43-4199","62230P"
"43-5000","62230P"
"43-5030","62230P"
"43-5061","62230P"
"43-5071","62230P"
"43-6000","62230P"
"43-6011","62230P"
"43-6013","62230P"
"43-6014","62230P"
"43-9000","62230P"
"43-9020","62230P"
"43-9021","62230P"
"43-9061","62230P"
"43-9199","62230P"
"47-0000","62230P"
"47-2000","62230P"
"47-2111","62230P"
"47-2140","62230P"
"47-2141","62230P"
"47-2150","62230P"
"47-2152","62230P"
"49-0000","62230P"
"49-1000","62230P"
"49-1011","62230P"
"49-9000","62230P"
"49-9021","62230P"
"49-9060","62230P"
"49-9062","62230P"
"49-9071","62230P"
"51-0000","62230P"
"51-6000","62230P"
"51-6011","62230P"
"51-8000","62230P"
"51-8021","62230P"
"51-9000","62230P"
"51-9080","62230P"
"51-9082","62230P"
"53-0000","62230P"
"53-1000","62230P"
"53-1047","62230P"
"53-3000","62230P"
"53-3030","62230P"
"53-3033","62230P"
"53-3050","62230P"
"53-3053","62230P"
"53-6000","62230P"
"53-6021","62230P"
"53-7000","62230P"
"53-7060","62230P"
"53-7062","62230P"
"53-7065","62230P"
"00-0000","6220Y0"
"11-0000","6220Y0"
"11-1000","6220Y0"
"11-1011","6220Y0"
"11-1021","6220Y0"
"11-2000","6220Y0"
"11-2020","6220Y0"
"11-2021","6220Y0"
"11-2030","6220Y0"
"11-2032","6220Y0"
"11-2033","6220Y0"
"11-3000","6220Y0"
"11-3010","6220Y0"
"11-3012","6220Y0"
"11-3013","6220Y0"
"11-3021","6220Y0"
"11-3031","6220Y0"
"11-3061","6220Y0"
"11-3071","6220Y0"
"11-3111","6220Y0"
"11-3121","6220Y0"
"11-3131","6220Y0"
"11-9000","6220Y0"
"11-9021","6220Y0"
"11-9030","6220Y0"
"11-9033","6220Y0"
"11-9039","6220Y0"
"11-9051","6220Y0"
"11-9111","6220Y0"
"11-9121","6220Y0"
"11-9151","6220Y0"
"11-9161","6220Y0"
"11-9170","6220Y0"
"11-9179","6220Y0"
"11-9199","6220Y0"
"13-0000","6220Y0"
"13-1000","6220Y0"
"13-1020","6220Y0"
"13-1030","6220Y0"
"13-1031","6220Y0"
"13-1041","6220Y0"
"13-1070","6220Y0"
"13-1071","6220Y0"
"13-1075","6220Y0"
"13-1080","6220Y0"
"13-1081","6220Y0"
"13-1082","6220Y0"
"13-1111","6220Y0"
"13-1121","6220Y0"
"13-1131","6220Y0"
"13-1141","6220Y0"
"13-1151","6220Y0"
"13-1161","6220Y0"
"13-1199","6220Y0"
"13-2000","6220Y0"
"13-2011","6220Y0"
"13-2031","6220Y0"
"13-2050","6220Y0"
"13-2051","6220Y0"
"13-2052","6220Y0"
"13-2070","6220Y0"
"13-2071","6220Y0"
"13-2099","6220Y0"
"15-0000","6220Y0"
"15-1200","6220Y0"
"15-1210","6220Y0"
"15-1211","6220Y0"
"15-1212","6220Y0"
"15-1221","6220Y0"
"15-1230","6220Y0"
"15-1231","6220Y0"
"15-1232","6220Y0"
"15-1240","6220Y0"
"15-1241","6220Y0"
"15-1242","6220Y0"
"15-1243","6220Y0"
"15-1244","6220Y0"
"15-1250","6220Y0"
"15-1251","6220Y0"
"15-1252","6220Y0"
"15-1253","6220Y0"
"15-1254","6220Y0"
"15-1255","6220Y0"
"15-1299","6220Y0"
"15-2000","6220Y0"
"15-2031","6220Y0"
"15-2041","6220Y0"
"15-2051","6220Y0"
"17-0000","6220Y0"
"17-2000","6220Y0"
"17-2031","6220Y0"
"17-2110","6220Y0"
"17-2111","6220Y0"
"17-2112","6220Y0"
"17-2199","6220Y0"
"17-3000","6220Y0"
"17-3020","6220Y0"
"17-3023","6220Y0"
"19-0000","6220Y0"
"19-1000","6220Y0"
"19-1020","6220Y0"
"19-1022","6220Y0"
"19-1040","6220Y0"
"19-1041","6220Y0"
"19-1042","6220Y0"
"19-2000","6220Y0"
"19-2010","6220Y0"
"19-2012","6220Y0"
"19-3000","6220Y0"
"19-3030","6220Y0"
"19-3033","6220Y0"
"19-3039","6220Y0"
"19-3090","6220Y0"
"19-4000","6220Y0"
"19-4021","6220Y0"
"19-4040","6220Y0"
"19-4042","6220Y0"
"19-4061","6220Y0"
"19-4090","6220Y0"
"19-4099","6220Y0"
"19-5000","6220Y0"
"19-5011","6220Y0"
"19-5012","6220Y0"
"21-0000","6220Y0"
"21-1000","6220Y0"
"21-1010","6220Y0"
"21-1012","6220Y0"
"21-1013","6220Y0"
"21-1015","6220Y0"
"21-1018","6220Y0"
"21-1019","6220Y0"
"21-1020","6220Y0"
"21-1021","6220Y0"
"21-1022","6220Y0"
"21-1023","6220Y0"
"21-1029","6220Y0"
"21-1090","6220Y0"
"21-1091","6220Y0"
"21-1093","6220Y0"
"21-1094","6220Y0"
"21-2000","6220Y0"
"21-2011","6220Y0"
"21-2099","6220Y0"
"23-0000","6220Y0"
"23-1000","6220Y0"
"23-1010","6220Y0"
"23-1011","6220Y0"
"23-2000","6220Y0"
"23-2011","6220Y0"
"25-0000","6220Y0"
"25-1000","6220Y0"
"25-1070","6220Y0"
"25-1071","6220Y0"
"25-1072","6220Y0"
"25-1190","6220Y0"
"25-1199","6220Y0"
"25-2000","6220Y0"
"25-2010","6220Y0"
"25-2011","6220Y0"
"25-2030","6220Y0"
"25-2031","6220Y0"
"25-2050","6220Y0"
"25-2051","6220Y0"
"25-3000","6220Y0"
"25-3021","6220Y0"
"25-3099","6220Y0"
"25-4000","6220Y0"
"25-4022","6220Y0"
"25-9000","6220Y0"
"25-9031","6220Y0"
"25-9040","6220Y0"
"25-9044","6220Y0"
"25-9045","6220Y0"
"25-9099","6220Y0"
"27-0000","6220Y0"
"27-1000","6220Y0"
"27-1020","6220Y0"
"27-1024","6220Y0"
"27-3000","6220Y0"
"27-3031","6220Y0"
"27-3040","6220Y0"
"27-3042","6220Y0"
"27-3090","6220Y0"
"27-3091","6220Y0"
"27-3099","6220Y0"
"27-4000","6220Y0"
"27-4010","6220Y0"
"27-4011","6220Y0"
"29-0000","6220Y0"
"29-1000","6220Y0"
"29-1020","6220Y0"
"29-1021","6220Y0"
"29-1031","6220Y0"
"29-1041","6220Y0"
"29-1051","6220Y0"
"29-1071","6220Y0"
"29-1081","6220Y0"
"29-1120","6220Y0"
"29-1122","6220Y0"
"29-1123","6220Y0"
"29-1124","6220Y0"
"29-1125","6220Y0"
"29-1126","6220Y0"
"29-1127","6220Y0"
"29-1128","6220Y0"
"29-1129","6220Y0"
"29-1141","6220Y0"
"29-1151","6220Y0"
"29-1161","6220Y0"
"29-1171","6220Y0"
"29-1181","6220Y0"
"29-1210","6220Y0"
"29-1211","6220Y0"
"29-1212","6220Y0"
"29-1213","6220Y0"
"29-1214","6220Y0"
"29-1215","6220Y0"
"29-1216","6220Y0"
"29-1217","6220Y0"
"29-1218","6220Y0"
"29-1221","6220Y0"
"29-1222","6220Y0"
"29-1223","6220Y0"
"29-1224","6220Y0"
"29-1229","6220Y0"
"29-1240","6220Y0"
"29-1241","6220Y0"
"29-1242","6220Y0"
"29-1249","6220Y0"
"29-1290","6220Y0"
"29-1292","6220Y0"
"29-1299","6220Y0"
"29-2000","6220Y0"
"29-2010","6220Y0"
"29-2030","6220Y0"
"29-2031","6220Y0"
"29-2032","6220Y0"
"29-2033","6220Y0"
"29-2034","6220Y0"
"29-2035","6220Y0"
"29-2036","6220Y0"
"29-2040","6220Y0"
"29-2042","6220Y0"
"29-2043","6220Y0"
"29-2050","6220Y0"
"29-2051","6220Y0"
"29-2052","6220Y0"
"29-2053","6220Y0"
"29-2055","6220Y0"
"29-2057","6220Y0"
"29-2061","6220Y0"
"29-2072","6220Y0"
"29-2090","6220Y0"
"29-2091","6220Y0"
"29-2099","6220Y0"
"29-9000","6220Y0"
"29-9021","6220Y0"
"29-9090","6220Y0"
"29-9091","6220Y0"
"29-9092","6220Y0"
"29-9093","6220Y0"
"29-9099","6220Y0"
"31-0000","6220Y0"
"31-1100","6220Y0"
"31-1120","6220Y0"
"31-1130","6220Y0"
"31-1131","6220Y0"
"31-1132","6220Y0"
"31-1133","6220Y0"
"31-2000","6220Y0"
"31-2010","6220Y0"
"31-2011","6220Y0"
"31-2012","6220Y0"
"31-2020","6220Y0"
"31-2021","6220Y0"
"31-2022","6220Y0"
"31-9000","6220Y0"
"31-9011","6220Y0"
"31-9090","6220Y0"
"31-9091","6220Y0"
"31-9092","6220Y0"
"31-9093","6220Y0"
"31-9094","6220Y0"
"31-9095","6220Y0"
"31-9097","6220Y0"
"31-9099","6220Y0"
"33-0000","6220Y0"
"33-1000","6220Y0"
"33-1010","6220Y0"
"33-1011","6220Y0"
"33-1012","6220Y0"
"33-1090","6220Y0"
"33-1091","6220Y0"
"33-1099","6220Y0"
"33-2000","6220Y0"
"33-3000","6220Y0"
"33-3010","6220Y0"
"33-3012","6220Y0"
"33-3021","6220Y0"
"33-3050","6220Y0"
"33-3051","6220Y0"
"33-9000","6220Y0"
"33-9030","6220Y0"
"33-9032","6220Y0"
"33-9090","6220Y0"
"33-9092","6220Y0"
"33-9099","6220Y0"
"35-0000","6220Y0"
"35-1000","6220Y0"
"35-1011","6220Y0"
"35-1012","6220Y0"
"35-2000","6220Y0"
"35-2010","6220Y0"
"35-2011","6220Y0"
"35-2012","6220Y0"
"35-2014","6220Y0"
"35-2021","6220Y0"
"35-3000","6220Y0"
"35-3023","6220Y0"
"35-3041","6220Y0"
"35-9000","6220Y0"
"35-9011","6220Y0"
"35-9021","6220Y0"
"35-9031","6220Y0"
"35-9099","6220Y0"
"37-0000","6220Y0"
"37-1000","6220Y0"
"37-1011","6220Y0"
"37-2000","6220Y0"
"37-2010","6220Y0"
"37-2011","6220Y0"
"37-2012","6220Y0"
"37-3000","6220Y0"
"37-3011","6220Y0"
"39-0000","6220Y0"
"39-1000","6220Y0"
"39-1010","6220Y0"
"39-1014","6220Y0"
"39-1022","6220Y0"
"39-2000","6220Y0"
"39-2021","6220Y0"
"39-3090","6220Y0"
"39-5000","6220Y0"
"39-5010","6220Y0"
"39-5012","6220Y0"
"39-6000","6220Y0"
"39-6012","6220Y0"
"39-9000","6220Y0"
"39-9011","6220Y0"
"39-9030","6220Y0"
"39-9031","6220Y0"
"39-9032","6220Y0"
"39-9041","6220Y0"
"39-9099","6220Y0"
"41-0000","6220Y0"
"41-1000","6220Y0"
"41-1011","6220Y0"
"41-2000","6220Y0"
"41-2010","6220Y0"
"41-2011","6220Y0"
"41-2031","6220Y0"
"41-3000","6220Y0"
"41-3091","6220Y0"
"43-0000","6220Y0"
"43-1000","6220Y0"
"43-1011","6220Y0"
"43-2000","6220Y0"
"43-2011","6220Y0"
"43-2021","6220Y0"
"43-3000","6220Y0"
"43-3011","6220Y0"
"43-3021","6220Y0"
"43-3031","6220Y0"
"43-3051","6220Y0"
"43-3061","6220Y0"
"43-3099","6220Y0"
"43-4000","6220Y0"
"43-4051","6220Y0"
"43-4061","6220Y0"
"43-4071","6220Y0"
"43-4111","6220Y0"
"43-4161","6220Y0"
"43-4171","6220Y0"
"43-4199","6220Y0"
"43-5000","6220Y0"
"43-5021","6220Y0"
"43-5030","6220Y0"
"43-5031","6220Y0"
"43-5032","6220Y0"
"43-5061","6220Y0"
"43-5071","6220Y0"
"43-6000","6220Y0"
"43-6011","6220Y0"
"43-6012","6220Y0"
"43-6013","6220Y0"
"43-6014","6220Y0"
"43-9000","6220Y0"
"43-9020","6220Y0"
"43-9021","6220Y0"
"43-9022","6220Y0"
"43-9041","6220Y0"
"43-9051","6220Y0"
"43-9061","6220Y0"
"43-9071","6220Y0"
"43-9199","6220Y0"
"47-0000","6220Y0"
"47-1000","6220Y0"
"47-1011","6220Y0"
"47-2000","6220Y0"
"47-2031","6220Y0"
"47-2061","6220Y0"
"47-2111","6220Y0"
"47-2140","6220Y0"
"47-2141","6220Y0"
"47-2150","6220Y0"
"47-2152","6220Y0"
"47-3000","6220Y0"
"49-0000","6220Y0"
"49-1000","6220Y0"
"49-1011","6220Y0"
"49-2000","6220Y0"
"49-2011","6220Y0"
"49-2020","6220Y0"
"49-2022","6220Y0"
"49-2090","6220Y0"
"49-2094","6220Y0"
"49-3000","6220Y0"
"49-3020","6220Y0"
"49-3023","6220Y0"
"49-9000","6220Y0"
"49-9021","6220Y0"
"49-9040","6220Y0"
"49-9041","6220Y0"
"49-9060","6220Y0"
"49-9062","6220Y0"
"49-9071","6220Y0"
"49-9090","6220Y0"
"49-9094","6220Y0"
"49-9098","6220Y0"
"51-0000","6220Y0"
"51-1000","6220Y0"
"51-1011","6220Y0"
"51-6000","6220Y0"
"51-6011","6220Y0"
"51-8000","6220Y0"
"51-8010","6220Y0"
"51-8013","6220Y0"
"51-8021","6220Y0"
"51-8031","6220Y0"
"51-9000","6220Y0"
"51-9061","6220Y0"
"51-9080","6220Y0"
"51-9082","6220Y0"
"53-0000","6220Y0"
"53-1000","6220Y0"
"53-1047","6220Y0"
"53-3000","6220Y0"
"53-3011","6220Y0"
"53-3030","6220Y0"
"53-3033","6220Y0"
"53-3050","6220Y0"
"53-3053","6220Y0"
"53-3099","6220Y0"
"53-6000","6220Y0"
"53-6021","6220Y0"
"53-7000","6220Y0"
"53-7062","6220Y0"
"53-7065","6220Y0"
"00-0000","62210S"
"11-0000","62210S"
"11-1000","62210S"
"11-1011","62210S"
"11-1021","62210S"
"11-2000","62210S"
"11-2020","62210S"
"11-2021","62210S"
"11-2030","62210S"
"11-2032","62210S"
"11-3000","62210S"
"11-3010","62210S"
"11-3012","62210S"
"11-3013","62210S"
"11-3021","62210S"
"11-3031","62210S"
"11-3061","62210S"
"11-3071","62210S"
"11-3121","62210S"
"11-3131","62210S"
"11-9000","62210S"
"11-9021","62210S"
"11-9030","62210S"
"11-9033","62210S"
"11-9039","62210S"
"11-9051","62210S"
"11-9111","62210S"
"11-9121","62210S"
"11-9151","62210S"
"11-9199","62210S"
"13-0000","62210S"
"13-1000","62210S"
"13-1020","62210S"
"13-1041","62210S"
"13-1070","62210S"
"13-1071","62210S"
"13-1075","62210S"
"13-1080","62210S"
"13-1081","62210S"
"13-1082","62210S"
"13-1111","62210S"
"13-1141","62210S"
"13-1151","62210S"
"13-1161","62210S"
"13-1199","62210S"
"13-2000","62210S"
"13-2011","62210S"
"13-2031","62210S"
"13-2050","62210S"
"13-2051","62210S"
"13-2070","62210S"
"13-2071","62210S"
"13-2099","62210S"
"15-0000","62210S"
"15-1200","62210S"
"15-1210","62210S"
"15-1211","62210S"
"15-1212","62210S"
"15-1230","62210S"
"15-1231","62210S"
"15-1232","62210S"
"15-1240","62210S"
"15-1241","62210S"
"15-1242","62210S"
"15-1243","62210S"
"15-1244","62210S"
"15-1250","62210S"
"15-1251","62210S"
"15-1252","62210S"
"15-1253","62210S"
"15-1299","62210S"
"15-2000","62210S"
"15-2031","62210S"
"15-2041","62210S"
"15-2051","62210S"
"17-0000","62210S"
"17-2000","62210S"
"17-2031","62210S"
"17-2110","62210S"
"17-3000","62210S"
"17-3020","62210S"
"19-0000","62210S"
"19-1000","62210S"
"19-1040","62210S"
"19-1042","62210S"
"19-2000","62210S"
"19-2010","62210S"
"19-2012","62210S"
"19-3000","62210S"
"19-3030","62210S"
"19-3033","62210S"
"19-4000","62210S"
"19-4021","62210S"
"19-4090","62210S"
"19-4099","62210S"
"19-5000","62210S"
"19-5011","62210S"
"21-0000","62210S"
"21-1000","62210S"
"21-1012","62210S"
"21-1018","62210S"
"21-1020","62210S"
"21-1021","62210S"
"21-1022","62210S"
"21-1023","62210S"
"21-1091","62210S"
"21-1094","62210S"
"21-2000","62210S"
"21-2011","62210S"
"23-0000","62210S"
"23-1000","62210S"
"23-1010","62210S"
"23-1011","62210S"
"25-0000","62210S"
"25-1000","62210S"
"25-1070","62210S"
"25-1071","62210S"
"25-1072","62210S"
"25-1190","62210S"
"25-1199","62210S"
"25-2000","62210S"
"25-4000","62210S"
"25-9000","62210S"
"25-9031","62210S"
"25-9040","62210S"
"25-9099","62210S"
"27-0000","62210S"
"27-1000","62210S"
"27-3000","62210S"
"27-3031","62210S"
"27-3090","62210S"
"27-3091","62210S"
"29-0000","62210S"
"29-1000","62210S"
"29-1031","62210S"
"29-1051","62210S"
"29-1071","62210S"
"29-1120","62210S"
"29-1122","62210S"
"29-1123","62210S"
"29-1124","62210S"
"29-1125","62210S"
"29-1126","62210S"
"29-1127","62210S"
"29-1128","62210S"
"29-1129","62210S"
"29-1141","62210S"
"29-1151","62210S"
"29-1161","62210S"
"29-1171","62210S"
"29-1181","62210S"
"29-1210","62210S"
"29-1212","62210S"
"29-1216","62210S"
"29-1217","62210S"
"29-1218","62210S"
"29-1221","62210S"
"29-1222","62210S"
"29-1223","62210S"
"29-1224","62210S"
"29-1240","62210S"
"29-1242","62210S"
"29-1249","62210S"
"29-1290","62210S"
"29-1299","62210S"
"29-2000","62210S"
"29-2010","62210S"
"29-2030","62210S"
"29-2031","62210S"
"29-2032","62210S"
"29-2033","62210S"
"29-2034","62210S"
"29-2035","62210S"
"29-2036","62210S"
"29-2040","62210S"
"29-2042","62210S"
"29-2043","62210S"
"29-2050","62210S"
"29-2051","62210S"
"29-2052","62210S"
"29-2053","62210S"
"29-2055","62210S"
"29-2057","62210S"
