1243208858	20250505	202505	2025	2025.3425	USAMIL	A US	USA					MIL			MNCUSA	BOEING	USA					MNC			0	020	020	02	1	3.0	4	1	4	2.73972602739726	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250512010000	https://www.sbs.com.au/news/article/trump-reportedly-planning-to-accept-a-luxury-jet-from-qatar-to-use-as-air-force-one/nlzzzd3gk
1243208859	20250505	202505	2025	2025.3425	USAMIL	A US	USA					MIL			MNCUSA	BOEING	USA					MNC			0	020	020	02	1	3.0	6	1	6	2.73972602739726	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	1	Qatar	QA	QA		25.5	51.25	QA	20250512010000	https://www.sbs.com.au/news/article/trump-reportedly-planning-to-accept-a-luxury-jet-from-qatar-to-use-as-air-force-one/nlzzzd3gk
1243208860	20250512	202505	2025	2025.3616											AFR	AFRICA	AFR								1	040	040	04	1	1.0	4	1	4	-8.69565217391307	0								4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20250512010000	https://www.newzimbabwe.com/human-health-is-already-being-affected-by-climate-change/
1243208861	20250512	202505	2025	2025.3616											AFR	AFRICA	AFR								1	042	042	04	1	1.9	10	1	10	3.59612724757953	0								4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20250512010000	https://www.eurasiareview.com/12052025-g20-presidency-africa-is-ready/
1243208862	20250512	202505	2025	2025.3616											AGR	FARMER						AGR			1	040	040	04	1	1.0	10	1	10	-6.05095541401274	0								1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20250512010000	https://business.scoop.co.nz/2025/05/12/nz-farmers-slam-methane-madness-95-reject-biotech-fix-for-livestock/
1243208863	20250512	202505	2025	2025.3616											AUS	SYDNEY	AUS								1	040	040	04	1	1.0	10	1	10	1.31795716639209	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250512010000	https://movieweb.com/sydney-sweeney-barbarella-remake-edgar-wright-update/
1243208864	20250512	202505	2025	2025.3616											AUS	AUSTRALIA	AUS								0	112	112	11	3	-2.0	6	1	6	2.33306516492357	0								4	Amberley, Queensland, Australia	AS	AS04	154672	-27.6333	152.7	-1555711	4	Amberley, Queensland, Australia	AS	AS04	154672	-27.6333	152.7	-1555711	20250512010000	https://www.farmweekly.com.au/story/8961610/wa-faba-beans-set-sail-for-growing-legume-market-in-egypt/
1243208865	20250512	202505	2025	2025.3616											AUS	SYDNEY	AUS								1	190	190	19	4	-10.0	10	1	10	-7.4468085106383	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20250512010000	https://www.wtvq.com/woman-found-dead-on-i-64-police-investigating/
1243208866	20250512	202505	2025	2025.3616											BUS	TRADER						BUS			0	014	014	01	1	0.0	6	1	6	-6.33802816901409	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20250512010000	https://economictimes.indiatimes.com/markets/stocks/news/markets-poised-for-a-relief-rally-amid-india-pak-ceasefire/articleshow/121091248.cms
1243208867	20250512	202505	2025	2025.3616											BUS	TRADER						BUS			0	042	042	04	1	1.9	6	1	6	-6.33802816901409	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20250512010000	https://economictimes.indiatimes.com/markets/stocks/news/markets-poised-for-a-relief-rally-amid-india-pak-ceasefire/articleshow/121091248.cms
1243208868	20250512	202505	2025	2025.3616											BUS	INVESTOR						BUS			1	060	060	06	2	6.0	5	1	5	-0.9375	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20250512010000	https://www.marketscreener.com/quote/stock/CATL-CONTEMPORARY-AMPEREX-44486738/news/China-s-CATL-to-raise-at-least-4-billion-in-Hong-Kong-listing-49906448/
1243208869	20250512	202505	2025	2025.3616											BUS	BUSINESS						BUS			1	061	061	06	2	6.4	5	1	5	0	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250512010000	https://www.pymnts.com/smbs/2025/small-businesses-slash-staff-and-tap-savings-in-face-of-tariffs/
1243208870	20250512	202505	2025	2025.3616											CAN	CANADA	CAN								0	040	040	04	1	1.0	10	1	10	1.61750713606089	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20250512010000	https://www.interest.co.nz/property/133242/ehsan-noroozinejad-farsangi-%C2%A0ty-yang-argue-canada-can-turn-tariff-tensions-global
1243208871	20250512	202505	2025	2025.3616											CAN	CANADA	CAN								0	042	042	04	1	1.9	4	1	4	4.17933130699089	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20250512010000	https://calgarysun.com/life/sex-files/sex-files-why-cooking-together-might-be-the-ultimate-relationship-hack
1243208872	20250512	202505	2025	2025.3616											CAN	CANADA	CAN								0	043	043	04	1	2.8	2	1	2	4.17933130699089	0								4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	4	Calgary, Alberta, Canada	CA	CA01	12549	51.0833	-114.083	-561990	20250512010000	https://calgarysun.com/life/sex-files/sex-files-why-cooking-together-might-be-the-ultimate-relationship-hack
1243208873	20250512	202505	2025	2025.3616											CHN	CHINA	CHN								1	036	036	03	1	4.0	2	1	2	0	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20250512010000	https://www.pymnts.com/smbs/2025/small-businesses-slash-staff-and-tap-savings-in-face-of-tariffs/
1243208874	20250512	202505	2025	2025.3616											CHN	CHINA	CHN								0	040	040	04	1	1.0	6	1	6	4.76190476190476	0								4	Wuzhen, Hubei, China	CH	CH12	13129	31.6836	112.004	-1931252	4	Wuzhen, Hubei, China	CH	CH12	13129	31.6836	112.004	-1931252	20250512010000	http://www.ctgtribune.com/z5tmx9j/20250512/9929056.htm
1243208875	20250512	202505	2025	2025.3616											CHN	ZHEJIANG	CHN								0	042	042	04	1	1.9	4	1	4	4.70679012345679	0								4	Yushu, Jilin, China	CH	CH05	13168	44.8	126.533	-1937666	4	Yushu, Jilin, China	CH	CH05	13168	44.8	126.533	-1937666	20250512010000	http://www.ctgtribune.com/list_apjfjg/5x18f.html
1243208876	20250512	202505	2025	2025.3616											CHN	CHINA	CHN								0	043	043	04	1	2.8	2	1	2	4.70679012345679	0								4	Yushu, Jilin, China	CH	CH05	13168	44.8	126.533	-1937666	4	Yushu, Jilin, China	CH	CH05	13168	44.8	126.533	-1937666	20250512010000	http://www.ctgtribune.com/list_apjfjg/5x18f.html
1243208877	20250512	202505	2025	2025.3616											CHN	CHINESE	CHN								0	043	043	04	1	2.8	2	1	2	4.76190476190476	0								4	Xuexiang, Jiangsu, China	CH	CH04	13148	31.1215	120.794	10633752	4	Wuzhen, Hubei, China	CH	CH12	13129	31.6836	112.004	-1931252	20250512010000	http://www.ctgtribune.com/z5tmx9j/20250512/9929056.htm
1243208878	20250512	202505	2025	2025.3616											COL	COLOMBIA	COL								1	043	043	04	1	2.8	2	1	2	-3.57723577235773	0								1	Colombia	CO	CO		4	-72	CO	4	Managua, Managua, Nicaragua	NU	NU10	22490	12.1508	-86.2683	-1113265	20250512010000	https://ticotimes.net/2025/05/11/former-panama-president-martinelli-avoids-jail-arrives-in-colombia-under-asylum
1243208879	20250512	202505	2025	2025.3616											COL	COLOMBIA	COL								1	043	043	04	1	2.8	2	1	2	-3.57723577235773	0								1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20250512010000	https://ticotimes.net/2025/05/11/former-panama-president-martinelli-avoids-jail-arrives-in-colombia-under-asylum
1243208880	20250512	202505	2025	2025.3616											COP	POLICE						COP			1	043	043	04	1	2.8	10	1	10	-8.4	0								4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Harare, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20250512010000	https://www.newzimbabwe.com/robbery-gang-pounces-on-church-gets-away-with-us8000-cash/
1243208881	20250512	202505	2025	2025.3616											COP	POLICE						COP			0	173	173	17	4	-5.0	10	1	10	-4.94417862838916	0								3	Beachwood, Ohio, United States	US	USOH	OH035	41.4645	-81.5087	1048493	3	Beachwood, Ohio, United States	US	USOH	OH035	41.4645	-81.5087	1048493	20250512010000	https://www.wtol.com/article/news/local/man-accused-book-burning-jewish-black-lgbtq-topics-beachwood-cuyahoga-county-public-library/95-60a720fd-0e61-498a-8cc6-a4550e9d6aca
1243208882	20250512	202505	2025	2025.3616											COP	PRISON						COP			1	173	173	17	4	-5.0	3	1	3	-14.5374449339207	0								3	Greenville County, South Carolina, United States	US	USSC		34.8834	-82.3665	1245489	3	Greenville County, South Carolina, United States	US	USSC		34.8834	-82.3665	1245489	20250512010000	https://www.yahoo.com/news/inmate-dies-south-carolina-prison-153509306.html
1243208883	20250512	202505	2025	2025.3616											COP	POLICE						COP			0	173	173	17	4	-5.0	4	1	4	-10.3683492496589	0								3	Worcester Police Department, Massachusetts, United States	US	USMA		42.2715	-71.7979	604308	3	Worcester Police Department, Massachusetts, United States	US	USMA		42.2715	-71.7979	604308	20250512010000	https://www.yahoo.com/news/dhs-says-massachusetts-city-council-220312990.html
1243208884	20250512	202505	2025	2025.3616											COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-1.19047619047619	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20250512010000	https://www.cp24.com/local/toronto/2025/05/12/portion-of-yonge-street-closed-in-downtown-toronto-due-to-restaurant-fire/
1243208885	20250512	202505	2025	2025.3616											COP	PRISON						COP			1	190	190	19	4	-10.0	10	1	10	-14.5374449339207	0								3	Lee County, South Carolina, United States	US	USSC		34.1668	-80.2831	1245652	3	Lee County, South Carolina, United States	US	USSC		34.1668	-80.2831	1245652	20250512010000	https://www.yahoo.com/news/inmate-dies-south-carolina-prison-153509306.html
1243208886	20250512	202505	2025	2025.3616											CRM	ASSAILANT						CRM			1	190	190	19	4	-10.0	10	1	10	-17.2185430463576	0								0								0								20250512010000	https://www.thenews.com.pk/print/1310773-three-injured-in-gwadar-grenade-attack
1243208887	20250512	202505	2025	2025.3616											CVL	SCIENTIST						CVL			0	130	130	13	3	-4.4	10	1	10	-3.65659777424483	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250512010000	https://qz.com/emails/daily-brief/1851780042/cutting-deep
1243208888	20250512	202505	2025	2025.3616											CVLEDU	COMMUNITY						CVL	EDU		0	036	036	03	1	4.0	1	1	1	4.50070323488045	0								3	Santa Fe Community College, New Mexico, United States	US	USNM		35.6834	-105.942	901901	3	Santa Fe Community College, New Mexico, United States	US	USNM		35.6834	-105.942	901901	20250512010000	https://www.santafenewmexican.com/news/education/smartboard-may-12-2025/article_a6d8c1f9-13a1-4c09-a094-1638962a6bf9.html
1243208889	20250512	202505	2025	2025.3616											EDU	STUDENT						EDU			0	043	043	04	1	2.8	5	1	5	1.66793025018954	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250512010000	https://www.yahoo.com/news/st-joseph-eyes-wholesale-changes-003300373.html
1243208890	20250512	202505	2025	2025.3616											FRA	LILLE	FRA								0	036	036	03	1	4.0	5	1	5	3.59612724757953	0								4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	4	Kwazulu, Eastern Cape, South Africa	SF	SF05	77353	-31.2895	29.4551	-1250484	20250512010000	https://www.eurasiareview.com/12052025-g20-presidency-africa-is-ready/
1243208891	20250512	202505	2025	2025.3616											GBR	WELSH	GBR								0	020	020	02	1	3.0	10	1	10	-4.54985479186835	0								4	Bridgend, Bridgend, United Kingdom	UK	UKX3	40185	51.5058	-3.57722	-2590839	4	Bridgend, Bridgend, United Kingdom	UK	UKX3	40185	51.5058	-3.57722	-2590839	20250512010000	https://www.bbc.co.uk/news/articles/c3dkd20mjlzo
1243208892	20250512	202505	2025	2025.3616											GOV	HOME MINIST						GOV			0	020	020	02	1	3.0	2	1	2	-3.57142857142857	0								4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20250512010000	https://www.thenews.com.pk/print/1310754-indian-opposition-wants-answers-from-govt-over-ceasefire
1243208893	20250512	202505	2025	2025.3616											GOV	PRESIDENT						GOV			0	042	042	04	1	1.9	8	1	8	-3.68794326241135	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250512010000	https://www.dailypress.com/2025/05/11/column-trump-faces-uphill-climb-on-middle-east-trip/
1243208894	20250512	202505	2025	2025.3616											GOV	PRESIDENT						GOV			0	042	042	04	1	1.9	2	1	2	-3.68794326241135	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250512010000	https://www.dailypress.com/2025/05/11/column-trump-faces-uphill-climb-on-middle-east-trip/
1243208895	20250512	202505	2025	2025.3616											GOV	GOVERNOR						GOV			1	043	043	04	1	2.8	4	1	4	-0.96	0								3	Marble Falls, Texas, United States	US	USTX		30.5782	-98.2728	1362162	3	Marble Falls, Texas, United States	US	USTX		30.5782	-98.2728	1362162	20250512010000	https://www.yahoo.com/news/house-moves-forward-bills-affecting-222829510.html
1243208896	20250512	202505	2025	2025.3616											GOV	GOVERNOR						GOV			1	043	043	04	1	2.8	1	1	1	-0.96	0								3	Marble Falls, Texas, United States	US	USTX		30.5782	-98.2728	1362162	1	Brazil	BR	BR		-10	-55	BR	20250512010000	https://www.yahoo.com/news/house-moves-forward-bills-affecting-222829510.html
1243208897	20250512	202505	2025	2025.3616											GOV	PRESIDENT						GOV			0	051	051	05	1	3.4	10	1	10	1.28690386071158	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250512010000	https://calgarysun.com/business/us-china-cite-substantial-progress-geneva-trade-talks
1243208898	20250512	202505	2025	2025.3616											GOV	HOME MINIST						GOV			0	0831	083	08	2	5.0	2	1	2	-3.57142857142857	0								4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20250512010000	https://www.thenews.com.pk/print/1310754-indian-opposition-wants-answers-from-govt-over-ceasefire
1243208899	20250512	202505	2025	2025.3616											GOV	GOVERNOR						GOV			1	112	112	11	3	-2.0	10	1	10	-7.5098814229249	0								4	Makonis, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-18.7167	31.9833	-2314899	4	Makonis, Zimbabwe (general), Zimbabwe	ZI	ZI00	40197	-18.7167	31.9833	-2314899	20250512010000	https://www.newzimbabwe.com/former-rbz-governor-gono-accused-of-presenting-hearsay-as-evidence-after-auditor-confirms-there-is-no-evidence/
1243208900	20250512	202505	2025	2025.3616											GOVMIL	MINIST FOR DEFENCE						GOV	MIL		1	1014	101	10	3	-5.0	3	1	3	-5.14285714285714	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20250512010000	https://www.thecable.ng/apc-youth-leaders-disown-efcc-protest-demanding-matawalles-probe/
1243208901	20250512	202505	2025	2025.3616											GOVMIL	MINIST FOR DEFENCE						GOV	MIL		1	140	140	14	3	-6.5	3	1	3	-5.14285714285714	0								4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	4	Abuja, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	9.08333	7.53333	-1997013	20250512010000	https://www.thecable.ng/apc-youth-leaders-disown-efcc-protest-demanding-matawalles-probe/
1243208902	20250512	202505	2025	2025.3616											IND	DELHI	IND								1	042	042	04	1	1.9	6	1	6	-3.48258706467662	0								4	Amarnath, Maharashtra, India	IN	IN16	17783	19.2	73.1667	-2088601	4	Amarnath, Maharashtra, India	IN	IN16	17783	19.2	73.1667	-2088601	20250512010000	https://www.hindustantimes.com/cities/mumbai-news/geopolitics-upends-summer-travel-many-stranded-101746990956079.html
1243208903	20250512	202505	2025	2025.3616											IND	DELHI	IND								1	042	042	04	1	1.9	4	1	4	-3.48258706467662	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20250512010000	https://www.hindustantimes.com/cities/mumbai-news/geopolitics-upends-summer-travel-many-stranded-101746990956079.html
1243208904	20250512	202505	2025	2025.3616											IRL	TARA	IRL								1	042	042	04	1	1.9	6	1	6	4.34782608695652	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20250512010000	https://www.travelweekly.com/Hawaii-Travel/Lei-Stand-bar-moves-to-Romer-House-Waikiki
1243208905	20250512	202505	2025	2025.3616											IRL	TARA	IRL								1	084	084	08	2	7.0	6	1	6	4.34782608695652	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20250512010000	https://www.travelweekly.com/Hawaii-Travel/Lei-Stand-bar-moves-to-Romer-House-Waikiki
1243208906	20250512	202505	2025	2025.3616											IRN	IRAN	IRN								0	046	046	04	1	7.0	2	1	2	-3.68794326241135	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250512010000	https://www.dailypress.com/2025/05/11/column-trump-faces-uphill-climb-on-middle-east-trip/
1243208907	20250512	202505	2025	2025.3616											IRN	IRAN	IRN								0	130	130	13	3	-4.4	1	1	1	-0.85227272727273	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250512010000	https://www.rferl.org/a/trump-saudi-nuclear-deal-israel-concerns/33410701.html
1243208908	20250512	202505	2025	2025.3616											IRN	IRAN	IRN								0	130	130	13	3	-4.4	4	1	4	-0.85227272727273	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250512010000	https://www.rferl.org/a/trump-saudi-nuclear-deal-israel-concerns/33410701.html
1243208909	20250512	202505	2025	2025.3616											IRNGOV	IRAN	IRN					GOV			1	046	046	04	1	7.0	1	1	1	-1.51057401812689	0								1	Oman	MU	MU		21	57	MU	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20250512010000	https://www.eurasiareview.com/12052025-iran-fm-araqchi-says-differences-narrowed-at-us-talks/
1243208910	20250512	202505	2025	2025.3616											IRNGOV	IRANIAN	IRN					GOV			1	046	046	04	1	7.0	2	1	2	-1.51057401812689	0								1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20250512010000	https://www.eurasiareview.com/12052025-iran-fm-araqchi-says-differences-narrowed-at-us-talks/
1243208911	20250512	202505	2025	2025.3616											ITA	ROME	ITA								1	0874	087	08	2	10.0	3	1	3	0.847457627118646	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250512010000	https://www.wantedinrome.com/classified/yoga-weekend-in-umbria.html
1243208912	20250512	202505	2025	2025.3616											LAB	EMPLOYEE						LAB			0	042	042	04	1	1.9	10	1	10	-0.5050505050505	0								4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20250512010000	https://economictimes.indiatimes.com/tech/technology/gccs-small-firms-see-opportunity-as-employees-seek-flexibility-amid-wfo-mandates/articleshow/121084364.cms
1243208913	20250512	202505	2025	2025.3616											LAB	WORKER						LAB			0	190	190	19	4	-10.0	1	1	1	-3.67170626349892	0								4	Chakothi, Azad Kashmir, Pakistan	PK	PK06	40414	34.1155	73.8835	-2757658	4	Chakothi, Azad Kashmir, Pakistan	PK	PK06	40414	34.1155	73.8835	-2757658	20250512010000	https://www.thenews.com.pk/print/1310771-kashmiris-in-ajk-return-to-homes-but-keep-bunkers-stocked
1243208914	20250512	202505	2025	2025.3616											LEG	REPRESENTATIVES						LEG			1	040	040	04	1	1.0	5	1	5	-4.69715698393078	0								4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	4	Shiv, Rajasthan, India	IN	IN24	17848	26.1833	71.25	-2111141	20250512010000	https://www.hindustantimes.com/india-news/opposition-calls-for-special-house-session-after-india-pak-ceasefire-101746991318703.html
1243208915	20250512	202505	2025	2025.3616											LEG	REPRESENTATIVES						LEG			1	043	043	04	1	2.8	4	1	4	-3.80434782608696	0								3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	20250512010000	https://www.bostonglobe.com/2025/05/11/nation/newark-mayor-arrest-immigration-detention-center/
1243208916	20250512	202505	2025	2025.3616											LEG	REPRESENTATIVES						LEG			1	043	043	04	1	2.8	2	1	2	-3.80434782608696	0								3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20250512010000	https://www.bostonglobe.com/2025/05/11/nation/newark-mayor-arrest-immigration-detention-center/
1243208917	20250512	202505	2025	2025.3616											MED	MEDIA						MED			1	042	042	04	1	1.9	20	1	10	3.02267002518892	0								0								0								20250512010000	https://www.4hoteliers.com/news/story/25350
1243208918	20250512	202505	2025	2025.3616											MIL	MILITARY COMMISSION						MIL			1	043	043	04	1	2.8	4	1	4	6.50406504065041	0								1	China	CH	CH		35	105	CH	4	Macao, Macau (general), Macau	MC	MC00	13045	22.2006	113.546	-1204094	20250512010000	http://www.ctgtribune.com/list_zprea/rw4b9.htm
